Page ID,Page name,Disclaimer,Amount spent (NGN)
113168594726138,Sen.Godswill Akpabio For Senate President,SKYHUB NIGERIA,≤100
104414292240586,H.E. USMAN Mamman Durkwa,H.E. USMAN Mamman Durkwa,≤100
103225422757629,Excellent Choice,These ads ran without a disclaimer,≤100
110115410861584,Gombe Geographic Information Systems,Gombe Geographic Information Systems,≤100
109549682134205,HopeAssured2023,Reagan Ayiobiase Rowland,≤100
100202924924063,Page 36,Page 36,≤100
109450211203581,A Senator For All,Azeez Olasunkanmi Lekan,≤100
104679584528987,Flourish,Tolutope Olubanke Anne Temitopeoluwa,≤100
103696798885313,Hon Onidare Sunday Bukunmi,Olagunju Folake Alice,≤100
101836915650800,Veritas MEDIA,THE POLITICO,≤100
474949016032212,Akin Fadeyi Foundation,Akin Fadeyi Foundation,≤100
109418805460055,VOICE of Lamentations,These ads ran without a disclaimer,≤100
744766039058747,Inside Kaduna,Inside Kaduna Media,≤100
1548450055459098,Rural Watch Africa Initiative,Uchechukwu Anthony Isieke,≤100
153687711327670,Clean Cooking Alliance,These ads ran without a disclaimer,≤100
