Page ID,Page name,Disclaimer,Amount spent (PYG)
103771265752808,Vysokolán,Stephan Vysokolán,3926247
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,708604
105796025619350,Tati Giménez Diputado 2023,Tati Giménez Diputado 2023,375994
1468570519872644,Santiago Peña,PRANA SA,325380
150229055012487,UNICEF Paraguay,UNICEF Paraguay,310918
102917519228790,Bruno Defelippe,Bruno Defelippe,240947
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,226242
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,224150
111912341409356,Centinela del Norte,Centinela del Norte,176986
161156667809582,Leo Rubin,Leo Rubín,172089
100959471597014,José Antonio Galeano,José Antonio Galeano,146662
110447625137045,Pilar Callizo,PautaPY,139937
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,119817
196599783696918,Efrain Alegre,Efrain Alegre,107768
103373961784268,Giani Ramírez,Giani Ramírez,106656
105052422297773,Pedrito Gómez,Maria Jose Castillo Vega,96299
153958777947957,Paulo Reichardt,Paulo Reichardt,94785
325540631525675,En La Tecla,En la Tecla,83214
113351910838827,Alma Cívica,Alma Cívica,82836
614795685343483,Belén Maldonado,Belén Maldonado,72028
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,65076
102963512483270,PyElige,PY Elige,64415
292909490881181,Carlos Echeverría Intendente,TEJUParaguay,64163
943824938962084,Luis Fernando,Luis Fernando,64071
517426394969535,Ricardo Canese,Ricardo Canese,49936
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,46596
110213485203305,Celso Ynsaurralde,Celso Ynsaurralde,46580
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,41959
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,40609
102467002671611,Jorge Heisecke,Jorge Heisecke,38984
532716330164048,Sole Núñez,PautaPY,32806
107956328706667,Sary Helman Diputada,Fabiana Marlene Cañete Helman,31801
102266292553995,Sucia Política,Diego Ricardo Ramírez,31601
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,28923
647864758888200,Seba Garcia,Sebastian Garcia,24414
102649292598442,Senador Hugo Richer,Senador Hugo Richer,23525
235526436573168,Ing. Eche Tu Diputado,Adalberto Pastor Echeverría Villasboa,23406
102940895895901,Victor Herreros Gimenez,Victor Herreros,23399
1575743279360941,Carlos Cáceres Sarubbi Senador 2023,Carlos Agustin Caceres Sarubbi,23359
740490032676248,Diego Candia Diputado,tejuparaguay.com,20641
101359268928132,Dr Juan Benitez,Juan Ramon Benitez Rios,19358
101840779897426,Cristian Cardozo,Cristian Antonio Cardozo Villalba,18852
104430091943649,Juan Manuel Del Puerto. Senador 2023,Verenis Liliana Raquel Araujo Rojas,17470
104302659010976,Ismael Rojas Concejal por Central 2023,Ismael Rojas,17324
724051717643013,Miguel Prieto,Celso Kevin Ramon Sánchez Florentin,17193
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,16045
101557432041474,Levi Leguizamón,Levi Leguizamón,15214
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,14992
108824810612735,Ing. Jorge Palazón,Jorge Palazon,13493
123599227695584,Patria Querida Lambaré,Patria Querida Lambaré,13103
113463916700085,Orlando Arévalo,Orlando Arevalo,12350
106721948731693,Prof. Aldo Centurión López,Prof. Aldo Centurión López,11067
100445112671378,Fernando Camacho Senador 2023,Norma Graciela Ávalos Lezcano,11004
278226125974096,El Paraguayo Independiente,Paraguayo Independiente,10562
446988672806188,Dany Echeverría,Edgar Daniel Echeverría Pérez,9770
158751479623681,Sara Duprat,Sara Rossmary Duprat Escobar,9239
107686348789567,Alberto Ayala 123,Adan Alberto Ayala,9131
359307964420456,Terere Cómplice,Meli Olavarrieta,7439
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,7231
1150055398455917,C9N Paraguay,C9N Paraguay,7231
842006342844392,Pautas Políticas Py,Pautas Políticas Py,6587
392501567470357,Martín Arévalo,Mario Martin Arevalo Fernandez,5662
101384675336775,OSCAR LÓPEZ Tu Concejal,OSCAR LÓPEZ Tu Concejal,5217
646122598841051,Zacarias GR Concejal Departamental 2023,Zacarias GR Concejal Departamental 2023,4632
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,4028
109400298573862,Dr. Víctor Ocampos Gobernador Paraguarí,Victor Luis Ocampos Gómez,3954
109041755331821,Esther Roa,Maria Esther Roa De Espinola,3746
1679629065418649,"Partido Nacional ""UNÁMONOS""",Mauricio Montaner,3223
118890043360348,Pedro Santa Cruz,Pedro Arthuro Santa Cruz Insaurralde,3198
647864758888200,Seba Garcia,These ads ran without a disclaimer,1931
107833595148374,Diputado José Rodríguez 2023 - 2028,Diputado José Rodríguez 2023 - 2028,1318
103067808746490,Omar Velázquez,Omar Velazquez,1041
110519067948636,Silvani Asilvera Concejal por Cordillera 2023,Anibal Silvani Asilvera Martinez,974
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,436
101240942839739,Abraham Martinez,Abraham Martinez,405
931709580253170,Municipalidad de Raúl Arsenio Oviedo,Viviano Baez Gonzalez,155
1683682091865699,Nubia Capurro - Diputada,Hector Matiauda,132
267264199961398,Change the World Model United Nations,These ads ran without a disclaimer,≤100
1518216038506999,CRI - Rádio Internacional da China,These ads ran without a disclaimer,≤100
