Page ID,Page name,Disclaimer,Amount spent (HNL)
496839213786593,"Secretaría Nacional de Ciencia, Tecnología e Innovación","Secretaría Nacional de Ciencia, Tecnología e Innovación",271
43880852708,Amnistía Internacional Américas,These ads ran without a disclaimer,158
483441215141189,ASJ Honduras,Asociación para una Sociedad más Justa,148
486382251906084,Honduras El País,Diario El  Pais.hn,126
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
106916791396078,"Colectiva de Mujeres Hondureñas ""Codemuh""",These ads ran without a disclaimer,≤100
106950715510480,Luciana Ponce,These ads ran without a disclaimer,≤100
109226351931340,Jimena Gonzalez,These ads ran without a disclaimer,≤100
101793669214903,Lili Almeida,These ads ran without a disclaimer,≤100
