Page ID,Page name,Disclaimer,Amount spent (HNL)
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
158158757637896,Alianza Paz y Justicia,Alianza Paz y Justicia,≤100
1392592317738074,Jorge Cálix,Jorge Cálix,≤100
110882925332549,Yani Rosenthal,Yani Benjamin Rosenthal Hidalgo,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
107952565612386,Academia de Técnicos Profesionales,These ads ran without a disclaimer,≤100
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,≤100
105336055090792,Luisa Chimá,These ads ran without a disclaimer,≤100
