Page ID,Page name,Disclaimer,Amount spent (JPY)
882976348548828,内閣府 地方創生推進事務局（国家戦略特区）,株式会社curioswitch,1227
475681929154100,国連UNHCR協会,国連UNHCR協会,443
1904070096535109,スマート選挙,株式会社センキョ,276
1760505920732338,立憲民主党島根県総支部連合会,立憲民主党島根県総支部連合会,177
664345490331547,ビジネス＋it（Business+it）,ビジネス＋it（Business+it）,107
208661552479830,日本財団,Shigeru Fujita,≤100
298060150283457,大分県日出町,帆足吉美,≤100
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,≤100
486499008189961,Inspire（インスパイア）：地方創生イノベータープラットフォーム,一般社団法人INSPIRE,≤100
651801698258818,NewsTV,NewsTV,≤100
542135499528294,メルペイ,These ads ran without a disclaimer,≤100
459101354119592,石巻金華鯖ずし”華ずし”,Tsubasa Itabashi,≤100
108376385402890,センキョマッチ,株式会社センキョ,≤100
259163764160829,FoE Japan,FoE Japan,≤100
544702409046206,手相の見方大事典テソペディア,株式会社Qu Creation,≤100
151214938794853,ミエセン,ジャッグジャパン株式会社,≤100
176798872380010,kay me,These ads ran without a disclaimer,≤100
123217824515511,牛見 航  /  山口県防府市議会議員,Wataru Ushimi,≤100
211683239011895,大東建託株式会社,ASUE株式会社,≤100
881025135256351,Japan In-depth,Japan In-depth,≤100
102345105947737,選挙しか勝たん！どぶ板を業者に任せる楽ちん候補予定者のための「ポスターPR党」by 選挙ドットウィン「03-6915-2310」,僕俺株式会社,≤100
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,≤100
1407941346087379,自民党遊説局,自民党遊説局,≤100
114564043562052,SDGs Online FESTA,Akiyama Kohjiro,≤100
118002740899197,ブックライブ fun,These ads ran without a disclaimer,≤100
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,≤100
