Page ID,Page name,Disclaimer,Amount spent (VND)
868529503523962,Vân Hiền,These ads ran without a disclaimer,27596
136777237006600,Dương Thuý,These ads ran without a disclaimer,23791
121473045207787,Như Hoa,These ads ran without a disclaimer,21888
104462548985190,Huyền Thảo,These ads ran without a disclaimer,12245
105033305594595,Nguyệt Hương,These ads ran without a disclaimer,5573
111831663772285,BOMvn,BOMvn,3244
113791813611399,Kim Hoa,These ads ran without a disclaimer,2588
113572597633089,Linh Hiền,These ads ran without a disclaimer,1387
1507429892822619,BOM Money,BOM Money,1165
101706612600436,Liên Vy,These ads ran without a disclaimer,460
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,108
104640271243082,Bách Hóa Ăn Dặm,Bách Hóa Ăn Dặm,≤100
101865258169428,ĐEN Secondhand,ĐEN Secondhand,≤100
108251684871703,Lemon8,These ads ran without a disclaimer,≤100
