Page ID,Page name,Disclaimer,Amount spent (JMD)
389369901205362,Loop Jamaica,These ads ran without a disclaimer,152
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100
31235346489,DJ Lionpaw,These ads ran without a disclaimer,≤100
