Page ID,Page name,Disclaimer,Amount spent (DKK)
101875098313543,Andel,Andel,4906
65929129383,Røde Kors,Røde Kors,4422
59143726810,Psykiatrifonden,Psykiatrifonden,3592
17428770950,RÆSON,RÆSON,2654
26458152911,SOS Børnebyerne,SOS Børnebyerne,2023
55365680705,Greenpeace Danmark,Greenpeace Danmark,1705
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,1620
399210657232918,PlanBørnefonden,PlanBørnefonden,1478
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,1412
72672361910,Børns Vilkår,Børns Vilkår,1394
12787473132,Berlingske,Berlingske,1197
116269191760882,DSB,DSB,1108
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,949
250994288337708,Sex og Samfund,Sex og Samfund,912
167891603415958,Lederne,These ads ran without a disclaimer,882
167891603415958,Lederne,Lederne,787
1480768582181666,Passagerpulsen hos Forbrugerrådet Tænk,Passagerpulsen hos Forbrugerrådet Tænk,774
104560517780052,Klimafolkemødet,Klimafolkemødet,593
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,512
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,510
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,492
26573783230,Dyrenes Alliance,Dyrenes Alliance,412
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,409
133707013355759,Danner,Danner,393
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,372
867877683280051,Weekendavisen,Weekendavisen,329
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,309
852608988134698,Tikko,Tikko,306
102154048301476,Lederstof.dk,Lederne,299
304554445813,Videncentret Bolius,Videncentret Bolius,287
398454550257699,Lars Boje Mathiesen,Lars Boje Mathiesen,251
67571270393,Red Barnet,Red Barnet,246
246977185497434,Plastic Change,Plastic Change,224
63691965101,UNICEF Danmark,UNICEF Danmark,222
41459763029,Socialdemokratiet,Socialdemokratiet,216
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,206
533315386692100,DRC - Danmarks Restauranter & Caféer,DRC - Danmarks Restauranter & Caféer,190
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,186
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,172
304554445813,Videncentret Bolius,Bolius,164
748887235210811,Obton Forvaltning A/S,Obton A/S,159
178362315106,European Parliament,European Parliament,156
287306323369,Børnecancerfonden,Børnecancerfonden,148
314676938743,DM din akademiske fagforening,DM,141
110560691837684,SolCompagniet,SolCompagniet,138
377809518910165,Netcompany,Netcompany,129
105511328705392,HØRT,Børns Vilkår,127
437410226312057,Københavns Kommune,Københavns Kommune,113
1522666927799763,BCG in Denmark,Boston Consulting Group,107
246097715413231,Alkohol & Samfund,Alkohol & Samfund,106
144965885963,Oxfam Danmark,Oxfam Danmark,105
36664432940,Amnesty International Danmark,Amnesty International Danmark,≤100
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,≤100
242916705901540,Bedre Psykiatri Ballerup/Gladsaxe Herlev/Furesø,Bedre Psykiatri Ballerup/Gladsaxe/Herlev/Furesø,≤100
529124290474705,Nikolaj Villumsen,Enhedslisten,≤100
181330585392156,Skattestyrelsen,Skattestyrelsen,≤100
153185491411799,CBS HD,These ads ran without a disclaimer,≤100
144098125661833,Nordea Invest,Nordea Invest,≤100
494902077334290,Tuborgfondet,Tuborgfondet,≤100
