Page ID,Page name,Disclaimer,Amount spent (BSD)
111026898242419,Senator Michela Barnett-Ellis,Michela Elaine Ellis,≤100
1025152104235573,Team Cooper - Chester Cooper,Isaac Chester Cooper,≤100
