Page ID,Page name,Disclaimer,Amount spent (VND)
165600847322369,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,97947
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,4941
109079315342282,Phong Thủy Thiên Phúc,These ads ran without a disclaimer,4245
100354958698407,Vui App - Chi lương Linh hoạt,These ads ran without a disclaimer,2121
120005451080385,Tham gia miễn phí-31,These ads ran without a disclaimer,1406
105355282148912,Phạm Văn Thanh - Lương Y Vùng Cao,These ads ran without a disclaimer,1382
919479674872321,Báo Nghệ An,Báo Nghệ An,1107
102833359215349,Chủ.Tịch Vũ Nga,These ads ran without a disclaimer,856
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,≤100
106877281352810,Tài Liệu Thi Viên Chức Giáo Dục Đà Nẵng Quảng Nam,Tài Liệu Thi Viên Chức Giáo Dục Đà Nẵng Quảng Nam,≤100
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,≤100
