Page ID,Page name,Disclaimer,Amount spent (SLL)
331095246920291,Sylvia Olayinka Blyden,Blyden Sylvia Olayinka,20000
114362323442914,Hismasterpiece collections&styling,These ads ran without a disclaimer,≤100
