Page ID,Page name,Disclaimer,Amount spent (UYU)
227537964299216,Javier Radiccioni,Javier Radiccioni,3701
2229936167288652,Juan Sartori,Equipo Juan Sartori,187
2101673416799600,El Día UY,El Día UY,≤100
225968600759645,Andrés Lima,Andrés Lima,≤100
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,≤100
114986235237547,CERES Uruguay,CERES Uruguay,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
103988995047541,Diputada Nancy Nuñez Soler,Nancy Nuñez,≤100
1484031468591827,nexos+1,These ads ran without a disclaimer,≤100
294017310722101,Senador Dupont,These ads ran without a disclaimer,≤100
116603861327799,alex_sa.c,These ads ran without a disclaimer,≤100
530640683655093,President,These ads ran without a disclaimer,≤100
