Page ID,Page name,Disclaimer,Amount spent (VEF)
11449543593,Carlos Ocariz,an advertiser in Venezuela,1390012
564188034075673,Roberto Enriquez,an advertiser in Venezuela,975008
100520825048827,Movant Connection,These ads ran without a disclaimer,4200
189232005248268,CTG,These ads ran without a disclaimer,≤100
104401217909899,RoboForex,These ads ran without a disclaimer,≤100
384422538296426,United Palestinian Appeal - UPA,These ads ran without a disclaimer,≤100
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100
112759588312679,cesaralmeida2024,an advertiser in Venezuela,≤100
103822974904636,Guía de Sexo Seguro,These ads ran without a disclaimer,≤100
415270942200578,Adam Smith Works,These ads ran without a disclaimer,≤100
