Page ID,Page name,Disclaimer,Amount spent (GTQ)
161800283848513,CREO,CREO,≤100
196258110831945,Partido Valor,Partido Valor,≤100
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,≤100
1212640285520369,Asociación Política Caminemos,Asociación Política Caminemos,≤100
110582257361172,Partido Azul,Partido Azul,≤100
195909230476243,CONADI GUATEMALA,CONADI GUATEMALA,≤100
2363255300363966,Informativo Guate,Informativo Guate,≤100
100169482992019,Sebastián Arzú,Sebastián Arzú,≤100
116255971414800,Política Migración,Política Migración,≤100
142556265766634,Guatemala Visible,Guatemala Visible,≤100
341441999835173,La Plaza 2015,La Plaza 2015,≤100
1466927680295354,Otrans Guatemala,Otrans Guatemala,≤100
106660680698519,Colectivo Artesana,These ads ran without a disclaimer,≤100
96594798704,Movimiento Cívico Nacional - MCN,Movimiento Cívico Nacional,≤100
116502581316194,francisco_arredondo_dakar,These ads ran without a disclaimer,≤100
