Page ID,Page name,Disclaimer,Amount spent (LSL)
103850622715863,tendo12,These ads ran without a disclaimer,≤100
349837788460874,CRI Kiswahili,These ads ran without a disclaimer,≤100
479285342097950,AeroTime,These ads ran without a disclaimer,≤100
