Page ID,Page name,Disclaimer,Amount spent (USD)
38316716925,Erion Veliaj,Partia Socialiste Tirane,≤100
65903161692,Partia Socialiste e Shqipërisë,Partia Socialiste,≤100
100192855442861,Nisma #Thurje Korçë,Klajdi Pllaha,≤100
1477517792294489,Ilir Meta,Ilir Meta,≤100
2651942768365394,Lexo.al Politikë,Lexo,≤100
103037632648010,Zija Ismaili,Zija Ismaili,≤100
302792163188883,Dr. Endrit Shabani,Endrit Shabani,≤100
660927020684889,KQZ Shqiperi,OMD Albania,≤100
556644638051011,Vlera Art,Vlera Art,≤100
444048512310948,CNA.al,Cna Lajme,≤100
752572328256708,Dashamir Shehi,Dashamir Shehi,≤100
165747223634454,Nisma #Thurje,Endrit Shabani,≤100
104140849249455,Sofije Kryeziu Alushaj,Sofije Kryeziu Alushaj,≤100
589282337772003,Agron Duka,Agron Duka,≤100
660927020684889,KQZ Shqiperi,KQZ Shqiperi,≤100
450224201977970,Florenc Spaho,Florenc Spaho,≤100
1134077423332193,Partia Balli Kombetar - Dega Elbasan,These ads ran without a disclaimer,≤100
110653901991864,Edmond Komino,Edmond Komino,≤100
100400516362974,Skënder Gjuci - Faqja Zyrtare,These ads ran without a disclaimer,≤100
101400625384681,Hysni Sharra,Hysni Sharra,≤100
112606704199140,Gazment Bardhi,Gazment Bardhi,≤100
1687918801434010,Qëndresa Qytetare,Qendresa Qytetare,≤100
104370549143586,Denis Dema,Denis Dema,≤100
345846188901445,Reporter.al,BIRN Albania,≤100
251901671877689,Roland Bejko,These ads ran without a disclaimer,≤100
105766178029319,Community Reporters Albania,Community Reporters Albania,≤100
114826394903822,Ananda,These ads ran without a disclaimer,≤100
163942883659796,Eriselda Zotaj Çelaj,Eriselda Celaj,≤100
171163390480055,Samson Rope Technologies,These ads ran without a disclaimer,≤100
297407690978560,Gledian Llatja,Gledian Llatja,≤100
975204015836064,Belind Këlliçi,Belind Këlliçi,≤100
852370551453606,GARP,These ads ran without a disclaimer,≤100
