Page ID,Page name,Disclaimer,Amount spent (COP)
503621983303342,Oscar Mauricio Toro,Oscar Mauricio Toro,491712
102383079246422,Paulo Gómez,Paulo Gómez,269608
454396071316750,Mauricio Salazar,Mauricio Salazar,245241
345288946007447,Juan Diego Patiño Ochoa,Juan Diego Patiño Ochoa,133523
397128917143999,Roberto Jiménez Dosquebradas,Roberto Jiménez Dosquebradas,97171
613802325384440,Diego Arboleda,Diego Arboleda,60172
101642839569704,Javier Marulanda,Dr Javier Marulanda,52262
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,50433
689470488084597,Joan Manuel,Joan Manuel,45267
381403022031226,Steven Cárdenas,Steven Cárdenas,41471
314031985599742,GQ tu canal,GQ tu canal,35203
107868007400413,Risaralda Opina,Risaralda Opina,34494
862549840496758,Paola Nieto,Paola Nieto,34017
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,25341
411471016347514,Concejal Esteban Gañan,Concejal Esteban Gañan,19583
108576731393581,Juliana Enciso,Juliana Enciso,18103
108119681108197,Gama Medic,These ads ran without a disclaimer,14727
208173746321321,Entérate Pereira,Entérate Pereira,12578
217927765058945,Carlos Bolívar,Carlos Bolívar,10990
1041438449218730,Gustavo Villanueva concejal,Gustavo Villanueva concejal,9335
2123572197971496,Javier Angulo,Javier Angulo,7010
1569498506626516,July Galvis Vea Pues,These ads ran without a disclaimer,5931
248473265619098,El Pereirano,El Pereirano,5642
101655076279681,Yolver Cardona,Yolver Cardona,5614
118514924593739,Tanque Seco,Tanque seco,5281
43880852708,Amnistía Internacional Américas,These ads ran without a disclaimer,5009
101391859627743,Colombia sin miedo,Colombia sin miedo,4735
102649172879833,Colombia al Día,Colombia al Día,4352
251292808253299,Canadian College,Canadian College,3896
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,3862
112155252163421,Sebastián López V.,Sebastián López V.,3836
1242864402475742,BC Noticias,BC Noticias,3542
1663401877211989,Jaime Andrés Pérez Cotrino,Jaime Andrés Pérez Cotrino,3244
100637473120318,Orden y libertad,Orden y libertad,3169
358435658194537,Héctor Hoyos Concejal,Héctor Hoyos Concejal,3121
123469995988185,Jhonatan Cano,Jhonatan Cano,2900
100492814635580,Jhon Jairo Castaño Florez,Jhon Jairo Castaño Florez,2811
107405449071319,Con la suya,Con la suya,2796
185449755571294,Andrés Mauricio Osorio Molina,Andrés Mauricio Osorio Molina,2778
110036132129269,Alerta Noticias,Alerta Noticias,2050
105848177845789,All Out en español,All Out Action Fund,1763
237316706446146,Alianza Francesa de Pereira,Alianza Francesa de Pereira,1753
183025852044152,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,1744
102619664553095,Diego Garcia,These ads ran without a disclaimer,1686
1413817008856081,Atilano Giraldo,Atilano Giraldo,1664
184284351706738,Lotería de Bogotá,Lotería de Bogotá,1597
1147318942107929,Todos Somos Una,DEBRAIN LLC,1508
969143216462972,Felipe Cañizalez,Felipe Cañizalez,1214
102443416034705,Paula Toro Santana,Paula Toro Santana,1179
499121313802137,Túnel Guillermo Gaviria Echeverri,Túnel Guillermo Gaviria Echeverri,1155
102143071616787,Goberna Colombia,Goberna,1048
551520001679708,Marcelo Mejía,Marcelo Mejía,752
353002198130323,Instituto Tecnisistemas,These ads ran without a disclaimer,594
111310940455631,Alex López,Alex López,587
492631454495907,Rubencho,Rubencho,565
105745084834647,Somos Más Noticias Colombia,Somos Más Noticias Colombia,561
101380345769714,Belen Caro,Belen Caro,535
1119413181474050,El Avispero Mov,Movilizatorio,518
1400280116941194,Fabian Diaz,Fabian Diaz,431
533238166689720,Instituto Técnico Imtel - Oficial,These ads ran without a disclaimer,423
543810628990655,Ministerio de Justicia y del Derecho,Ministerio de Justicia y del Derecho,420
415910721915879,Hector Fabio Velasco Hernandez,héctor fabio velasco hernandez,396
108202298520665,Tatiana Safar,La Digital,388
1589652347763879,Aquileo Medina A,Aquileo Medina A,378
113859341778043,Dios salva a Colombia,Dios salva a Colombia,357
104168242728622,Daniella Plaza,Daniella Plaza,343
111079188725589,Colombia IHhumana,Colombia ihhumana,332
106159234632088,,These ads ran without a disclaimer,331
151237191625066,Henry Gutiérrez Angel,Henry Gutiérrez Angel,290
143677842632724,Alejandro Fúneme,Alejandro Fúneme,288
100320816500148,,These ads ran without a disclaimer,272
117823701712681,Cedinsi Escuela de Entrenamiento en Herramientas Digitales,These ads ran without a disclaimer,256
1545442339029597,Christian José Moreno,Christian José Moreno,255
1383605158583178,Chicho Avanzando Ando,Chicho Avanzando Ando,241
1458739367777443,Wilson Gonzalez Piedecuesta,Wilson Gonzalez Piedecuesta,230
642780166056166,Daniel Galeano,Daniel Galeano,223
527136077735125,Thomas Balaguera,Thomas Balaguera,204
100523415826945,Rodrigo,These ads ran without a disclaimer,195
100319211712051,Walter Salas,Walter Salas,194
115663288260383,Yessica Cabeza,vidasaludable,194
111436581876176,Jose Londoño,These ads ran without a disclaimer,193
100862467976065,Andrés Fandiño,Andrés Fandiño,178
117186438007815,Fernando Moncada Hernandez,These ads ran without a disclaimer,160
407615769604377,Mutante,Fundación Mutante,150
1620327121537852,Paul Solorzano Garcia,Paul Solorzano Garcia,134
354008694642813,Little Monkey Agencia de  Publicidad BTL,Little Monkey BTL SAS,122
106106338492581,Pacto Histórico Juvenil,Pacto Histórico Juvenil,119
348915865720686,Publicarte Digital,Publicarte Digital,115
984966394847745,Sopó Nos Une,Sopó Nos Une,110
113050245152197,Victor Ibarra,Victor Ibarra,104
100832826276681,,These ads ran without a disclaimer,≤100
111754810202440,Yocimar Trillos,Yocimar Trillos,≤100
482002058626250,Surany Arboleda Arias,Surany Arboleda Arias,≤100
108416675326834,Por una Anolaima mejor,These ads ran without a disclaimer,≤100
640514429911161,Kevin Bernal,Kevin Bernal,≤100
112623311749810,Alfonso López Oficial.,Alfonso López Oficial.,≤100
893646027651348,malambosonrie,malambosonrie,≤100
111431408702343,luzbohorquez_b,These ads ran without a disclaimer,≤100
100436089338215,Luis Fernando Martínez Pérez,Luis Fernando Martínez Pérez,≤100
1482897701997453,Paloma Valencia,Paloma Valencia,≤100
102273526060527,VAMOS QUE VAMOS,These ads ran without a disclaimer,≤100
111224613562433,Diego Zambrano - #Putumayosomostodos,Diego Zambrano - #Putumayosomostodos,≤100
116894888019153,Bien por yolombó,Bien por yolombó,≤100
102780311195613,Bray Martinez Ariza,Bray Martinez Ariza,≤100
104474564602217,Elica Milena Almansa Varela,Elica Milena Almansa Varela,≤100
105894917487205,Rigoberto cañon,Rigoberto cañon,≤100
113210471579556,Teresa Ramos - Construyamos Juntos,Teresa Ramos - Construyamos Juntos,≤100
113893734923800,,Luis Eduardo Garcia Carrillo,≤100
101739272977988,Guisell Bonilla,Bonilla hermanos inmobiliaria,≤100
267429580280675,Jesus augusto correa cardona,Jesus correa 19 concejo Manizales,≤100
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro Torres,≤100
121411000956280,,Daniel Toro,≤100
120486541022687,Yan Carlos Chavarro Munevar,Yan Carlos Chavarro Munevar,≤100
109344388783773,Andrea Calderon Buitrago,These ads ran without a disclaimer,≤100
436672046793938,Noti Caguán Caquetá,Noti Caguán Caquetá,≤100
101923174510103,katiaoutten,Katia Outten Lynton,≤100
118271581569801,Luis Alberto Giraldo Fernandez,Luis Alberto Giraldo Fernandez,≤100
868533760184833,Mónica Gaitán,Mónica Gaitán,≤100
1150942755027141,MMconsultor,MMconsultores,≤100
103596816009903,Leonor Mora Barandica,Leonor Mora Barandica,≤100
102729016090787,Pocho Con La Gente,Pocho Con La Gente,≤100
102004258844183,,These ads ran without a disclaimer,≤100
380040816048498,Yovany Alvarez Correa,These ads ran without a disclaimer,≤100
103722172751548,"Noe Espinosa ""Pacho UMATA""",These ads ran without a disclaimer,≤100
437554710309705,Jesús Sepúlveda Bermonth / Concejal de Cúcuta 2021-2023,Jesús Sepúlveda Bermonth / Concejal de Cúcuta 2021-2023,≤100
103064252668045,Ingees01,These ads ran without a disclaimer,≤100
357281968315956,Deimer Flórez,Deimer Flórez,≤100
141363092729703,DP World,These ads ran without a disclaimer,≤100
1569671889993492,Alfredo Molina Triana,Alfredo Molina Triana,≤100
106950715510480,Luciana Ponce,These ads ran without a disclaimer,≤100
104046148916576,Patricia de Hernandez,Patricia de Hernandez,≤100
358212417554442,Fisiología del Ejercicio,These ads ran without a disclaimer,≤100
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100
101375582509907,Juan Barahona,These ads ran without a disclaimer,≤100
265694080118144,MochilerosTV,These ads ran without a disclaimer,≤100
400106994113819,Cesuma,These ads ran without a disclaimer,≤100
106127822029826,Johnson & Johnson Medical Devices LATAM,These ads ran without a disclaimer,≤100
106261285598374,demoabierta,These ads ran without a disclaimer,≤100
1392286137657957,Jorge Rios Designer,These ads ran without a disclaimer,≤100
