Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,63830
1438703606372190,Elham Said Freiha,Elham Freiha,50152
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,40410
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,30395
102023711572671,أساس ميديا -  Asas Media,asasmedia,27356
230720990840290,Safaa Darwich - صفاء درويش,Safaa Darwich,10638
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,7766
107698404702208,Alkalima,Alkalima Onlime,7599
110470091436602,Ici Beyrouth,Ici beyrouth,6079
106197498149118,لبنان الكبير,Grand Lebanon,5687
1744356319118477,هنا لبنان,هنا لبنان,4848
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,4559
137195823051820,Maharat Foundation,Maharat Foundation,3040
1904241623145929,Democracy Reporting International Lebanon,Democracy Reporting International,3040
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,3040
100206276140873,Insureds Protection Lebanon - ALPA,Insureds Protection Lebanon - ALPA,3009
103064288692603,Le Courrier Du Cedre,Marwan Rashid,1520
111876598323760,صدى الارز اللبنانية,Charbel Nouh,1520
278035695547539,Legal Agenda  المفكرة القانونية,Legal Agenda  المفكرة القانونية,1520
128417954019381,Al-Moltaka,Melhem Boustany,1520
106821968055687,Leila Dagher,Leila Dagher,1520
109112633772887,180post,180Post,1520
533974930053676,سارة السهيل  صفحة,These ads ran without a disclaimer,≤100
103796419203419,Newsalist,These ads ran without a disclaimer,≤100
337236426289977,Ghida Nouri غيدا نوري,These ads ran without a disclaimer,≤100
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,≤100
