Page ID,Page name,Disclaimer,Amount spent (HTG)
169687486427698,Jentezen Franklin,These ads ran without a disclaimer,137
1727581227480675,Empower Through Play,These ads ran without a disclaimer,≤100
1881543645439590,Tech It Out with Yang Zhao,These ads ran without a disclaimer,≤100
