Page ID,Page name,Disclaimer,Amount spent (SAR)
107413148472477,hairstyle_hajer,These ads ran without a disclaimer,≤100
106090485855073,HAFIZ DAWA KHANA,These ads ran without a disclaimer,≤100
175590267993,Al Majalla,These ads ran without a disclaimer,≤100
108176522350964,Hanifff Isslam Tips XX,These ads ran without a disclaimer,≤100
108869352274584,Emon,These ads ran without a disclaimer,≤100
105956542583933,Runa3,These ads ran without a disclaimer,≤100
