Page ID,Page name,Disclaimer,Amount spent (DKK)
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),6790
125934997444897,SuperBrugsen,Coop,4428
26458152911,SOS Børnebyerne,SOS Børnebyerne,4236
399210657232918,PlanBørnefonden,PlanBørnefonden,2558
220361474643059,Arla,Arla,2192
67571270393,Red Barnet,Red Barnet,1993
65929129383,Røde Kors,Røde Kors,1837
867877683280051,Weekendavisen,Weekendavisen,1669
122577072476986,Amalo,Amalo,1145
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1095
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,1083
759082797552576,Folkekirkens Nødhjælps Genbrug,Folkekirkens Nødhjælp,1064
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,1042
107893513382,Liberal Alliances Ungdom,Liberal Alliances Ungdom,1032
12787473132,Berlingske,Berlingske,1023
59143726810,Psykiatrifonden,Psykiatrifonden,915
116269191760882,DSB,DSB,889
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,865
437410226312057,Københavns Kommune,Københavns Kommune,827
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,738
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,674
748887235210811,Obton Forvaltning A/S,Obton A/S,655
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,609
1643818125897989,Fonden Novavi,Fonden Novavi,605
55365680705,Greenpeace Danmark,Greenpeace Danmark,592
110560691837684,SolCompagniet,SolCompagniet,475
175901923124109,København LIV,København LIV,408
130388840342741,Danske Bank,Danske Bank,399
102154048301476,Lederstof.dk,Lederne,381
72672361910,Børns Vilkår,Børns Vilkår,333
287306323369,Børnecancerfonden,Børnecancerfonden,304
121570596369,CARE Danmark,CARE i Danmark,299
154415494575789,IDA,IDA,295
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,290
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,281
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,244
250994288337708,Sex og Samfund,Sex og Samfund,238
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,235
2047554945456852,Climaider,Climaider,209
106468772046278,Project Greensand,Project Greensand,198
1437219173185225,Myhouse,CDM A/S,196
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,191
1497190180404355,Kira Marie Peter-Hansen,Kira Marie Peter-Hansen,190
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,177
109450894144575,Kontrast,Kontrast.dk Aps,159
334571029981175,DM og MA studerende,DM,156
246977185497434,Plastic Change,Plastic Change,155
36664432940,Amnesty International Danmark,Amnesty Danmark,153
1688214178159008,BARONS,BARONS,137
864373427248898,Dybbøl Banke Skansegården,Charles Ginnerskov,122
314676938743,DM din akademiske fagforening,DM,121
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,120
304554445813,Videncentret Bolius,Videncentret Bolius,118
1405355586351630,Carlsbergfondet,Carlsbergfondet,108
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,106
246097715413231,Alkohol & Samfund,Alkohol & Samfund,104
990998001028850,Folkekirken Vesterbro,Folkekirken Vesterbro,≤100
32416796716,Lindhardt og Ringhof,Lindhardt og Ringhof,≤100
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,≤100
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,≤100
105511328705392,HØRT,Børns Vilkår,≤100
1704424023182897,Politiken Historie,Politiken Historie,≤100
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,≤100
102374815695721,Nordic Talks,Nordic Council of Ministers,≤100
216843468440477,Helsingør Dagblad,Helsingør Dagblad,≤100
101875815016312,Caroline Victoria Christensen,Caroline Victoria Christensen,≤100
506942356126650,Glostrup Forsyning,Glostrup Forsyning,≤100
101248435485457,Frihedsbrevet,Mediehuset Friheden,≤100
1469658016633937,Danny Malkowski,Danny Stuhr Malkowski,≤100
339042332802538,Frederiksberg Forsyning,Frederiksberg Forsyning,≤100
