Page ID,Page name,Disclaimer,Amount spent (HNL)
703368406666619,Vox Populi HN,Vox Populi HN,593
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,140
110882925332549,Yani Rosenthal,Yani Benjamin Rosenthal Hidalgo,≤100
1392592317738074,Jorge Cálix,Jorge Cálix,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
114601521910,Jorge Aldana,Jorge  Aldana,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
94005676787,Hitachi Vantara,These ads ran without a disclaimer,≤100
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
117052698001766,First Wala,These ads ran without a disclaimer,≤100
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100
