Page ID,Page name,Disclaimer,Amount spent (HNL)
112724021787834,Por Nuestros Hijos,Con Mis Hijos No Te Metas HN,213
703368406666619,Vox Populi HN,Vox Populi HN,189
349524351841734,Cárlenton Dávila,Cárlenton Dávila,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
141391105879129,"Trojes, El Paraíso, Honduras",These ads ran without a disclaimer,≤100
102542938464803,Naun Turcios Alcalde 2022-2026,Naun Turcios Alcalde 2022-2026,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
116780567115083,Tissue Online Latinoamérica,These ads ran without a disclaimer,≤100
1619479898324505,Partido Liberal de Honduras,Partido Liberal de Honduras,≤100
104592172188409,Best Novel,These ads ran without a disclaimer,≤100
