Page ID,Page name,Disclaimer,Amount spent (PYG)
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,65170
725834240910220,Noticiero Paraguay,Noticiero Paraguay,39573
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,28965
646122598841051,Zacarias GR Concejal Departamental 2023,Zacarias GR Concejal Departamental 2023,6451
104456201144006,Alba Oviedo,Alba Nieve Oviedo De Torres,4142
1510805942583059,Norma Zarate de Monges,Norma Zarate,2586
104910872339428,Carlos Miguel Alfaro Duarte,Carlos Miguel Alfaro Duarte,2111
331956456859091,Marcelo Duarte,Rocio Magali Moreno Vera,1404
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,1077
114575858233744,Federico Campos LM Senador 15-4,Federico Campos LM Senador 15-4,906
109846981881280,Arlene Aquino Morel,Edith Arlene Aquino Morel,798
110258800564741,Ing. Luis Riveros,Luis Riveros,415
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,306
107833595148374,Diputado José Rodríguez 2023 - 2028,Diputado José Rodríguez 2023 - 2028,182
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,158
943824938962084,Luis Fernando,Luis Carlos Arce,124
179855312221800,SERNA GROUP,These ads ran without a disclaimer,≤100
