Page ID,Page name,Disclaimer,Amount spent (AED)
777727465958001,مؤسسة الاتحاد الخيرية,مؤسسة الاتحاد الخيرية,255
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,≤100
109155838275986,noura96_official,These ads ran without a disclaimer,≤100
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100
1925245057715373,مبادرات محمد بن راشد العالمية - Mohammed bin Rashid Global Initiatives,These ads ran without a disclaimer,≤100
771462172882741,OnePath Network,These ads ran without a disclaimer,≤100
378780882224695,GFH Group,These ads ran without a disclaimer,≤100
102075811887387,Chocolate.com - Images,These ads ran without a disclaimer,≤100
211768992564087,LAMP TECH,These ads ran without a disclaimer,≤100
110170021998899,Business Broker Alexander Nedelyuk,These ads ran without a disclaimer,≤100
110304924585889,The Searial Cleaners,These ads ran without a disclaimer,≤100
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100
117270596331888,Save the Birds Design,These ads ran without a disclaimer,≤100
852370551453606,GARP,These ads ran without a disclaimer,≤100
