Page ID,Page name,Disclaimer,Amount spent (NGN)
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,67280
101704896170189,Lagos Labour Support Group,Oluseyi Adesanya,12180
2138867006432207,Gobir 2023,Young Progressives Party (YPP),3909
102096876127435,BAT 2023,Abraham Adesanya Adetutu A.,3229
103018869332378,BantuPage,Ikechukwu Orji,2186
102823605038626,Phoenix Relations,These ads ran without a disclaimer,1903
345763855563592,Savdfutur,Savdfutur,1561
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,1497
215863191948778,Frank Nweke Jr,Frank Nweke Ii,1344
163781703715266,Pulse Nigeria,Pulse Nigeria,1118
948223658602676,Avante Creatives,Avante Creatives,923
1598205703573433,Senator Uba Sani,Uba Sani Media,889
110635338055920,Cedanac Resources,Cedanac Resources,805
171885956874687,Because Of Our Tomorrow,BOOT Party,596
100595249525719,Benjamin Kayode Adereti Support Group,Benjamin Kayode Adereti Support Group,549
744766039058747,Inside Kaduna,Inside Kaduna Media,461
661879807208966,ATIN - Atiku Transformation Initiative For Nigeria,ATIN - Atiku Transformation Initiative For Nigeria,461
102835755970763,NN19,NN19,461
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,460
100383154696053,Lukaconfu vocal,Lukaconfu vocal,418
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,377
353265182185073,Brace-up The Young,Brace-up The Young,357
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,318
100202924924063,Page 36,Page 36,299
701090923257144,Within Nigeria,WITHIN NIGERIA MEDIA LTD,295
112372781761085,Abibat Mogaji Beneficiaries Vanguard 4 BAT,Odunbaku Sodiq Adekunle,284
103366965764013,BAT KSM Progressives Support Group,BAT KSM Progressives Support Group,255
102619289418448,Refined Alliance for Atiku,Pius Ihechi Ikeoba,242
101622722635138,Advocacy For Good Governance,Nnadi Sunny,203
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,195
1598185900266723,Emeka Igwe Campaign Organization,Emeka Igwe,181
105223942088619,a7medtheartist,These ads ran without a disclaimer,154
111271261379124,Effective Campaign Management Media,Effective Campaign Management Media,≤100
100519749481655,Labour Party Ogun State,Ajibola Adeboye,≤100
101836915650800,Veritas MEDIA,THE POLITICO,≤100
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,≤100
107697071652451,Ginger House Ministries,These ads ran without a disclaimer,≤100
109102048600128,Ekpoto Campaign Organization,Ekpoto Campaign Organization,≤100
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,≤100
107329544831360,Commission on Human Rights Region 02,These ads ran without a disclaimer,≤100
1689132724682504,MMAWT legacy initiative,Amiru Adamu,≤100
120346118099706,BrandPower,BrandPower,≤100
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,≤100
102849778730618,IGBO AMAKA enterprise,These ads ran without a disclaimer,≤100
126460284139483,Nigerianeye,NigerianEye,≤100
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,≤100
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,≤100
102685872683880,titihorsfall,These ads ran without a disclaimer,≤100
