Page ID,Page name,Disclaimer,Amount spent (IDR)
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,2175222
23383061178,Prabowo Subianto,indonesia Adil makmur,1804016
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,893947
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,264859
102793242742002,Jaksapedia,JAKSAPEDIA,236661
104830667806476,Melihat Indonesia,Melihat Indonesia,156390
111864151754055,Esensi TV,Esensi Tv,141344
102656349157647,Tugimanisme,Tugimanisme,138304
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,132803
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,76201
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,50797
108132042285089,Erwin Aksa,Yayasan Golkar Institute,49566
104844282389488,Kelas Digital Marketing,Kelas Digital Marketing,47276
101403669397488,Nikmatul Sugiyarto,Nikmatul Sugiyarto,46403
106918395489616,Golkar Institute SPKP,Yayasan Golkar Institut SPKP,45839
1547369918837496,Zulkifli Hasan,Media Center PAN,43496
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,36853
104899195891472,Berita Ganjar Pranowo,Berita Ganjar Pranowo,36254
100343616115301,Deli serdang tertanam,Berita Kota,27473
106690092440342,Pemilu KIT,Ramdan Casmara,27323
102498379057030,Muhammad Lokot Nasution,T Irfan Muttaqien,26638
108294188639371,Medan satu,Berita Kota,24861
103459482464091,Membawa langkat,Berita Kota,24641
103581752405141,Sobar Harahap,Sobar Harahap,23852
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,17456
1500140530273695,Kimia Farma Care,Kimia Farma,17277
101674375744514,Media Cuan,Ipta Apipah,14230
105903795626960,Ruangcuan.com,Ruangcuan.com,14197
1620632751542044,Isyana Bagoes Oka,Partai Solidaritas Indonesia,13400
173776079818775,Saiful Mujani,Saidiman,13174
160355148441,Tempo Media,TEMPO,12039
104427162506872,Fakta Anies,Fakta Anies,12014
108511588277325,Galeria Konveksi,Solehudin,11695
39253583478,PDI Perjuangan,PDI Perjuangan,11470
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,11327
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,11094
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,10943
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,9124
108156498584853,Tetap Puan,Marabunta Family Cyber,7651
102273039070802,Info Terkini,Muhammad Miftakhunnaim,6932
582402568517453,Coretan Kehidupan,Coretan Kehidupan,6749
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,5941
102635291884233,Majalah Tempo,TEMPO,5850
197545083607941,Harian Kompas,Harian Kompas,5522
102791229290192,Caleg Stater Kit,Caleg Stater Kit,5489
