Page ID,Page name,Disclaimer,Amount spent (AED)
113414308041611,Great Arab Minds,Great Arab Minds,≤100
102561819312452,ajman_real_estate_property,These ads ran without a disclaimer,≤100
103016680138,SA Tourism Update Online,These ads ran without a disclaimer,≤100
104453625680785,Malaysia Live,These ads ran without a disclaimer,≤100
106381020732219,Kerala Infrastructure Investment Fund Board,These ads ran without a disclaimer,≤100
