Page ID,Page name,Disclaimer,Amount spent (EUR)
370620538412,СДММ - Социјалдемократска Младина на Македонија,СДСМ,≤100
590981394365638,Maksim Dimitrievski,Maksim Dimitrievski,≤100
100746718435265,Fatmir Bytyqi,Fatmir Bytyqi,≤100
101519168409673,Dimitar Kovacevski,СДСМ,≤100
287369438092961,Бојан Стојаноски,Бојан Стојаноски,≤100
192483774872658,Демократи,Демократи,≤100
102860779377395,Само кажувам,Само кажувам,≤100
1723716297849902,Ljupcho Nikolovski,Ljupcho Nikolovski,≤100
191683947531941,medium.edu.mk,Институт за комуникациски студии,≤100
101754962766151,Рацин.мк,Рацин.мк,≤100
324459714339171,Civil MK,Civil MK,≤100
100954761298205,frontline.mk,frontline.mk,≤100
454462491290302,Maja Morachanin,ДОМ,≤100
400497373674524,СамоПрашај.мк,Institut za komunikaciski studii,≤100
1677572455714659,Јорго Огненовски,Jorgo Ognenovski,≤100
164829683652900,Faktor.mk,Faktor.mk,≤100
