Page ID,Page name,Disclaimer,Amount spent (COP)
104351302551385,Camilo Quiroz H,Camilo Quiroz H,448824
494796217322155,Antonio Sanguino Páez,Daicy Celiani Echeverri Castillo,28167
1545442339029597,Christian José Moreno,Christian José Moreno,25670
114978211575157,Jorge Enrique Ramírez Pulgarin,Jorge Enrique Ramirez Pulgarin,6535
131753023639902,Aldemar Alfaro,Aldemar Alfaro Rivero,5056
214167541938411,Juan Pablo Gallo,Juan Pablo Gallo,4721
807500072661945,AsoVape,AsoVape,4690
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,4097
1581065862149234,Alcaldía de Tuluá John Jairo Gomez Aguirre,Alcaldía de Tuluá John Jairo Gomez Aguirre,3943
2839231929635523,Jorge Patiño,Jorge Patiño,3466
1147318942107929,Todos Somos Una,DEBRAIN LLC,3378
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,3208
182061512544740,Tv Valledupar,Luis Fernando Guerra,2868
105848177845789,All Out en español,All Out Action Fund,2634
105109280969000,Agencia Axioma,Agencia Axioma,2255
104624142451363,Hugo Kerguelén,Hugo Kerguelen,1688
1400280116941194,Fabian Diaz,Fabian Diaz,1607
96595416468,Lilia Solano,Lilia Solano,1484
859053560892477,Ojo al Clima,These ads ran without a disclaimer,1480
1648417351861251,Cristian Mestra,Cristian Mestra,1444
184284351706738,Lotería de Bogotá,Lotería de Bogotá,1367
286568181368830,Jhon Eddison Ortega Diputado,Jhon Eddison Ortega Diputado,1109
102143071616787,Goberna Colombia,Goberna,1087
1383605158583178,Chicho Avanzando Ando,Oscar Emilio Antolinez Collazos,1082
112233823483908,Mallath Martinez,Mallath Martinez,966
103727635426939,Alexandra Vásquez Ochoa,Leider Alexandra Vasquez Ochoa,931
170633243101916,Alexander Serrato,Fernando Alexander Serrato Fonseca,746
626538870727500,Felipe Urrea,Diego Felipe Urrea Vanegas,726
1379991518962469,Fernando Rivera Saraza,lapix publicidad y mercadeo sas,691
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,657
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,595
351196695436136,Juli Álvarez,Juli Álvarez,564
116544396862942,Unión Legal y Tributaria S. A. S,Unión Legal y Tributaria S. A. S,543
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,532
174235299412685,Cinep Programa Por la Paz,Fundación Centro de Investigación y Educación Popular CINEP,474
101681055638055,Cambio educativo,Cambio educativo,470
1815626541807349,Agencia de Periodismo Investigativo,Norbey Quevedo Hernandez,469
466445923412524,Miguel Ángel Barreto,Joshua Escobar Rengifo,461
102833012703870,Diputado Lucas Martin,Lucas Martín,438
186850511364615,Presidencia de la República de Colombia,Presidencia de la República de Colombia,436
1857540077811459,Movilizatorio,Movilizatorio,415
1150942755027141,MMconsultor,MMconsultores,409
103445938692040,Sebastián Morales,Sebastian Morales,406
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,401
348227052718193,Independientes,These ads ran without a disclaimer,399
103596816009903,Voy con Leo,Voy con Leo,357
100475532513857,Cristian Halaby,Cristian Halaby,296
194315573916010,Norma Hurtado Sanchez,Norma Hurtado Sánchez,287
569978373130700,Andrés Lizarralde Henao,Andrés Lizarralde Henao,259
111200440237640,Son Datos Y Hay Que Darlos,Phyx S.AS,249
101380898204542,Padre Huerfano,Padre Huerfano,205
100658372949361,Carlos Pacho Perea,Carlos Alberto Perea Cardona,199
172603406118663,Poder Estéreo 88.4 FM,Rafael Jose Rios Buelvas,178
108202298520665,LaDigital.co,La Digital,172
177418580619724,Lado a Lado,Lado a Lado,170
1529335724037224,Aeropuerto del Café,INTUAL,158
148349507804,El Tiempo,Casa Editorial El Tiempo,121
480137695665588,Nydia Corredor,These ads ran without a disclaimer,106
100912541413695,Más Impulso,These ads ran without a disclaimer,106
104722751816273,Diplomatura en Bioarquitectura,These ads ran without a disclaimer,103
107777585579281,Jose Antonio Rivera Valencia,Jose Antonio Rivera Valencia,≤100
104523362286716,Leonardo Pereira,Leonardo Pereira,≤100
455380911302186,ESU - Empresa para la Seguridad y Soluciones Urbanas,Esteban De Los Ríos,≤100
201496040294264,Hernando Rodríguez,Jhon Darvin Rojas Montilla,≤100
106317458395154,Huellas.Tv,Huellas.Tv,≤100
106083021215996,Todos por Medellín,Todos por Medellín,≤100
391099551688976,Manuel Correa,Manuel Correa,≤100
