Page ID,Page name,Disclaimer,Amount spent (VEF)
596206767151427,Julio Borges,an advertiser in Venezuela,250000
113051338432053,Franco Aura Rosa,These ads ran without a disclaimer,250000
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,115000
100520825048827,Movant Connection,These ads ran without a disclaimer,10125
358442097543367,Materia,These ads ran without a disclaimer,≤100
106297255064534,Julio Fuenmayor,an advertiser in Venezuela,≤100
105645202272681,Migración Hoy,These ads ran without a disclaimer,≤100
115800384770622,hildemaroinfante,These ads ran without a disclaimer,≤100
11449543593,Carlos Ocariz,an advertiser in Venezuela,≤100
102332732825754,política,These ads ran without a disclaimer,≤100
