Page ID,Page name,Disclaimer,Amount spent (HNL)
703368406666619,Vox Populi HN,Vox Populi HN,477
108854322177699,Titanes de la Niñez,Con Mis Hijos No Te Metas HN,208
112724021787834,Por Nuestros Hijos,Con Mis Hijos No Te Metas HN,164
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,162
114601521910,Jorge Aldana,Jorge  Aldana,109
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
856012741442139,Ipas LAC,Astrid Leticia Aguilar Pinell,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
112529930493702,Democracia en Acción Hn,These ads ran without a disclaimer,≤100
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100
589718037712742,Marco Antonio Bhaday Chavez,Marco Antonio Bhaday Chavez,≤100
703368406666619,Vox Populi HN,These ads ran without a disclaimer,≤100
109459948457740,Gustavo Caceres Diputado,Gustavo Alberto Caceres Banegas,≤100
303455713105608,Prensa Comunitaria,These ads ran without a disclaimer,≤100
100490729492964,Sebastian Bello,These ads ran without a disclaimer,≤100
