Page ID,Page name,Disclaimer,Amount spent (TWD)
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),3629
104499778172400,臺灣雷伊漢勒世界公民中心,臺灣雷伊漢勒世界公民中心,2546
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,2202
693907914395620,良杯製所 Oolab,良杯製所 Oolab,1594
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,1454
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,1013
106801464127093,目目非營利 MUVE NPO,目目非營利,979
215213505975,FUNDAY英語教育,FUNDAY英語教育,888
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,808
1436850183290438,One-Forty,One-Forty,759
105035232199398,唐楷瀚 大直大小事,唐楷瀚,691
177161918975981,基督教芥菜種會,基督教芥菜種會,690
211730475524462,大陸委員會,大陸委員會,671
628210660663641,自由時報地產天下,自由時報地產天下,634
104381935820077,南方，寂寞鐵道 On The Train,貝殼放大股份有限公司,595
1649523455281990,遠山呼喚,遠山呼喚,568
286487218798,遠見雜誌,遠見雜誌,406
179608846121604,富達投信 Fidelity International - Taiwan,富達投信 Fidelity International - Taiwan,404
555448224595231,許立丕後援會粉絲團,立丕 許,342
127493753123,星城Online,These ads ran without a disclaimer,333
235679595900,民視新聞,民視新聞,281
219315794887869,聯合報,聯合報股份有限公司,279
390569611008641,願景工程基金會 Vision Project,願景工程基金會,277
1537741526464370,桃園市議長邱奕勝,奕勝 邱,275
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,274
569626243213799,生鮮時書,生鮮時書,269
200363073753153,彩虹平權大平台,彩虹平權大平台,266
1855418728011324,鏡週刊,鏡週刊,229
1649151078446134,卓冠廷,冠廷卓,216
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,201
110699089014688,三立新聞,三立新聞,200
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,178
127628276929,天下雜誌,天下雜誌,176
2076282802683734,桃園好農,桃園好農,174
347432368933987,LINE TODAY Taiwan,LINE TODAY Taiwan,172
104013138750678,翁震州,震州 翁,170
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,164
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,158
1452376615040708,遠雄集團,遠雄集團,156
148475335184300,Greenpeace 綠色和平 (台灣網站),These ads ran without a disclaimer,154
436843193180529,Unipapa,Unipapa,152
104624290080479,張育美,翊斌黃,117
154631861234059,吳秉叡,吳秉叡,115
103640919705348,綠色公民行動聯盟Green Citizens' Action Alliance,綠色公民行動聯盟Green Citizens' Action Alliance,113
101297638763256,識媒體,識媒體,111
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,110
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,105
460410744059213,TotalEnergies,沛儒謝,103
158025223269,今周刊,今周刊,101
