Page ID,Page name,Disclaimer,Amount spent (LBP)
1438703606372190,Elham Said Freiha,Elham Said Freiha,373134
112056958469490,SPI Lebanon,SPI Lebanon,352199
1428873024044736,المدن - almodon,المدن - almodon‎,134328
1012540132187376,Alafdal News الأفضل نيوز,AlAfdal News الأفضل نيور,119403
154029261310643,LADE,LADE,119403
230720990840290,Safaa Darwich - صفاء درويش,Safaa Darwich - صفاء درويش,119403
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,89552
394633411339696,fiftyfiftylb,FiftyFiftylb,89552
107800617419717,MYKA Foundation,MYKA Foundation,89552
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac Foundation,61773
1744356319118477,هنا لبنان,هنا لبنان,59444
406166816135752,Soledair star real estate,These ads ran without a disclaimer,56892
110470091436602,Ici Beyrouth,Ici beyrouth,52974
117345834653901,This is Beirut,This is Beirut,48840
141657695852214,لبنان الكبير,لبنان الكبير,44776
327943840921884,ONDES,ONDES,44776
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,34509
129660230432028,Dr. Toufic Hindi,Dr. Toufic Hindi,29851
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,29851
204309706385271,Maharatnews,Maharat Foundation,29851
105319651353770,Jusur,Jusur,29851
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,25941
104303579154311,The Badil البديل,These ads ran without a disclaimer,15899
107698404702208,Alkalima,Alkalima Onlime,14925
775764945964442,Nabil Badr-نبيل بدر,Nabil Badr-نبيل بدر,14925
109112633772887,180post,180Post,14925
102518922872656,Beirut Park,These ads ran without a disclaimer,14925
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,14925
2509759842418472,LebTalks,Lebtalks,14925
236763870334042,Lebanese Daily,Lebanese Daily,≤100
584235125052579,Al Afkar Magazine,These ads ran without a disclaimer,≤100
123458990728979,maharat_training_center1,These ads ran without a disclaimer,≤100
108728968627122,Beirut24.org,Beirut24.org,≤100
102023711572671,أساس ميديا -  Asas Media,These ads ran without a disclaimer,≤100
145028549003137,Shoman Foundation مؤسسة عبد الحميد شومان,These ads ran without a disclaimer,≤100
153887384672062,Doctors Without Borders / Médecins Sans Frontières,These ads ran without a disclaimer,≤100
102672531482527,Ihab Matar - إيهاب مطر,AW,≤100
104154192025759,Roland Mokheiber - رولان مخيبر,Roland Mokheiber - رولان مخيبر,≤100
1724148267695799,بيت الحكمة 2.0,These ads ran without a disclaimer,≤100
101335449964749,Soha Kanso office for Translation and Legal Certifications,These ads ran without a disclaimer,≤100
106842858489193,Cooking Center - Restaurant Game,These ads ran without a disclaimer,≤100
1517088885216557,AIG,These ads ran without a disclaimer,≤100
107050372179010,rebirthbeirut,These ads ran without a disclaimer,≤100
