Page ID,Page name,Disclaimer,Amount spent (VND)
433021940073910,WWF-Việt Nam,WWF-Việt Nam,19005
100119746002876,Học Viện Đầu Tư 247,These ads ran without a disclaimer,18612
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,9662
108269057574237,Bitu - English Speaking App,These ads ran without a disclaimer,3170
107403055247226,Bitu - Giao Tiếp Tiếng Anh 5.0,These ads ran without a disclaimer,2069
919479674872321,Báo Nghệ An,Báo Nghệ An,1800
114829183214915,ICANTECH,These ads ran without a disclaimer,595
101865258169428,ĐEN Secondhand,ĐEN Secondhand,≤100
105788461306841,Bình Book,These ads ran without a disclaimer,≤100
101508055149960,Chuyện trò với Bình Book,These ads ran without a disclaimer,≤100
100613984870990,Bệnh Viện Phụ Sản Thiện An,These ads ran without a disclaimer,≤100
211278712925199,Amnesty International,These ads ran without a disclaimer,≤100
