Page ID,Page name,Disclaimer,Amount spent (UYU)
108282098658865,Pablo Constenla,José Luis Ambrosoni Secco,153
105100581738184,Lista 400 Salto,José Luis Ambrosoni Secco,119
2229936167288652,Juan Sartori,Equipo Juan Sartori,116
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
103621869176207,Angela Romero - La Revolución del Amor,These ads ran without a disclaimer,≤100
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
226340004415678,Hook and Net,These ads ran without a disclaimer,≤100
128050063917913,ISF (International School Sport Federation),These ads ran without a disclaimer,≤100
107952565612386,Academia de Técnicos Profesionales,These ads ran without a disclaimer,≤100
