Page ID,Page name,Disclaimer,Amount spent (NIO)
101995169082388,Embajada de China en Nicaragua,Lino Alvarado,≤100
102368071158002,Solis Latam,These ads ran without a disclaimer,≤100
1582097658746272,safe2choose,These ads ran without a disclaimer,≤100
