Page ID,Page name,Disclaimer,Amount spent (ARS)
118736245504093,TOTI  Intendente,Toti Intendente,47774
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,44868
129799846687423,Levantémonos,Levantemonos,36643
947520791967929,Claudio Poggi,Claudio Poggi,31421
112049281793676,Luis Giraudo,Luis Giraudo,19905
104856199182046,Gato Fernández,Gato Fernández,18905
386830351387514,InfoSanLuis.com,InfoSanLuis.com,13374
1801160446825374,Andrés Forgione,Roberto Andres Forgione Svoboda,5245
115434431489755,Joaquin Surroca,These ads ran without a disclaimer,3961
104010365234947,Opinion Poll,Opinion Poll,3867
1420904314883935,El Puntano,El Puntano,3617
109258315464001,Valeria Lange,Valeria Lange Gurruchaga,2974
628834470825985,Martín Olivero,Martin Olivero,2921
631005016932969,Gabriela González Riollo,Gabriela Gonzalez Riollo,2911
191398291019999,Radio Rivadavia San Luis,Radio Rivadavia San Luis,2796
110079031997390,Con Larreta,Con Larreta,2748
1758315581058420,Sergio Adriel Cabello,Sergio Adriel Cabello,2530
127708286909840,RADIO DIMENSION Villa Mercedes,Radio Dimension,2474
109951468726663,Marcelo Sosa,Marcelo Sosa,2388
1544223389195438,Juan Pablo Funes Bianchi,Juan Pablo Funes Bianchi,2216
567995886740690,Frente Nuevo Justo Daract,Jan Albert Ortlieb,1554
100151736415392,Cordobalanumerouno,Cordoba la número 1,1522
324003070984184,Diario Puntal,Diario Puntal,1472
723789384402976,Municipalidad de Juana Koslay,Juana Koslay,1471
2339859699626643,Hacemos Unidos por Córdoba,PJ Córdoba,1441
661820123919190,Gaston Hissa,Gaston Hissa,1406
100789676330202,Walter Vogt,Walter Vogt,1365
118523181169123,Lucho Ayala Intendente,Luciano Martin Ayala,1287
114487074891986,gastonhissa,These ads ran without a disclaimer,1127
2296112127071539,Feedback encuestas,Feedback Encuestas Online,974
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,920
782697941744883,Catamarca Capital,Catamarca Capital,860
148539931942743,Rodrigo de Loredo,Rodrigo de Loredo,666
123397554068517,M a r c e l o   G i l,Marcelo Gil,654
102238596134288,Mariela Cros,Mariela Cros,625
109724748752408,Lucia Miranda,MO Servicios Digitales,590
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,581
208637436555223,Karim Alume,Karim Augusto Alume Sbodio,551
645934188935394,Federico Humberto Tula Barale,Federico Humberto Tula Barale,544
