Page ID,Page name,Disclaimer,Amount spent (GBP)
102639461303190,Fair Pay For All,Fair Pay For All,2844
7715002593,UNICEF UK,Unicef UK,2564
7214031395,Oxfam Great Britain,Oxfam Great Britain,2276
9250349228,Greenpeace UK,Greenpeace UK,2166
158077247591710,Refuge,Refuge,1734
311627208673,WWF UK,WWF UK,1631
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1424
10677003998,Shelter,Shelter,1305
35671512696,World Animal Protection UK,World Animal Protection UK,1192
569834799727730,National Grid UK,National Grid UK,1151
407834355957354,NatWest Business,NatWest Group plc,1144
186622728032,RSPB,RSPB,1108
101958682650112,ESG UK,Energy Saving Grants,994
799576543492660,The Week Junior,The Week Junior,951
175338329150218,Help For Heroes,Help for Heroes,891
7527864602,WaterAid UK,WaterAid UK,840
117476785190,Save the Children UK,Save the Children UK,821
7043497714,Christian Aid,Christian Aid,793
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,770
121936349543,World Vision UK,World Vision UK,707
45986010500,Barnardo's,Barnardo's,655
167898406587045,Holiday Extras,Holiday Extras,609
969316546484584,Faye Purbrick,The Conservative Party,514
693990677314288,Royal London,Royal London,491
104768005247443,Say No To WHO,Say no to WHO,475
263162170381168,The Salvation Army United Kingdom and Ireland Territory,The Salvation Army United Kingdom with the Republic of Ireland,470
212038972186253,Transport for London,Transport for London,469
13047522725,Crimestoppers,Crimestoppers,464
177855115588808,The Week UK,The Week UK,443
1721275931466984,The Reclaim Party,The Reclaim Party,440
841894835830532,Electoral Commission UK,Electoral Commission UK,403
139695000173,Good Energy UK,Good Energy,393
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,389
145720895488822,Back Up,Back-Up Trust,388
220543443746,International Rescue Committee - UK,International Rescue Committee UK,382
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,379
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,373
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,347
100611146042662,Citizen Reach,CAN Digital Solutions Ltd,314
59367068326,The Ramblers,The Ramblers,306
7624294394,Amnesty International UK,Amnesty International UK,304
274651352565844,Oltco Ltd,Oltco Ltd,289
23958741368,Southbank Centre,Southbank Centre,276
195754307110390,Right To Life UK,Right To Life UK,274
19895907944,CAFOD,CAFOD,266
802671466445707,Product Earth,Product Earth,260
353224381469808,ifaw,IFAW,260
112712550420527,Ekō UK,SumOfUs,257
220513170893,Ripple Effect,Send a Cow,255
18933990398,Stonewall,Stonewall UK,245
97708339756,Action for Children,Action for Children,239
443229142391648,BRITA United Kingdom,These ads ran without a disclaimer,238
131712588824,Tony Blair Institute for Global Change,Tony Blair Institute for Global Change,236
135602823147553,Heathrow Airport,Heathrow Airport Limited,232
208573062515662,Freedom from Torture,Freedom from Torture,213
116851005026898,London Gatwick,Gatwick Airport Ltd,210
143837658998810,WWT,Wildfowl and Wetlands Trust,207
47612991154,Dignity in Dying,Dignity in Dying,202
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,201
107368022275274,UK Business and Trade,These ads ran without a disclaimer,199
104255571968810,Save My Vape,Save My Vape,199
246872175166,Action Against Hunger UK,Action Against Hunger UK,196
127031794038958,Blue Marine Foundation,Blue Marine Foundation,187
2047806148766050,Animal Equality UK,Animal Equality UK,182
104487412566017,Green_Energy_Assist,Green_Energy_Assist,182
40409120801,Refugee Council,Refugee Council,179
1660600037490738,Guardian Labs,Guardian Labs,178
135456716565905,Guardian Jobs,Guardian Jobs,175
111451695317787,Steve Tuckwell - The Local Choice,The Conservative Party,168
1046117708754519,Care4Calais,Care4Calais,162
18168505158,The Woodland Trust,Woodland Trust,159
127823347291536,Hayward Gallery at Southbank Centre,Hayward Gallery at Southbank Centre,153
290498754454402,European Movement UK,European Movement UK,153
249209468838241,Good Law Project,Good Law Project,148
10114144851,NSPCC,NSPCC,147
358706239805,Scope,Scope,145
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,140
110538548040758,Care2 UK,John Ayling & Associates,139
46852258376,Anti-Slavery International,Anti-Slavery International,138
22827312848,CPRE The countryside charity,Campaign to Protect Rural England,126
106646172464032,Moz for Mayor,Moz for Mayor,123
32514078659,Liberty,Liberty,118
346684596111093,KinKind,KinKind Ltd,118
547761111920012,Anglian Water - Love Every Drop,Anglian Water,116
9695206314,Sustrans,Sustrans,114
