Page ID,Page name,Disclaimer,Amount spent (ILS)
126099790738165,אנימלס,אנימלס,≤100
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,≤100
109523830757998,דמוקרטtv,דרכנו,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
154698021323966,יוזמות אברהם  مبادرات  ابراهيم,יוזמות אברהם مبادرات ابراهيم,≤100
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100
1663146750615217,ספרי ניב,These ads ran without a disclaimer,≤100
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,≤100
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,≤100
106586978519694,All•in הבית של הפודקסטים,Allin הבית של הפודקסטים,≤100
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,≤100
468634849844348,עיריית אור יהודה,עיריית אור יהודה,≤100
124333777706475,עיריית רמלה,עיריית רמלה - העמוד הרשמי,≤100
