Page ID,Page name,Disclaimer,Amount spent (AOA)
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100
107313328895657,A Alvorada,These ads ran without a disclaimer,≤100
197286593999,VOA Português,These ads ran without a disclaimer,≤100
100696586305964,Fine Art Photography Prints by Rico X.,These ads ran without a disclaimer,≤100
107801918890922,Masfamu Angola,Masfamu Angola,≤100
