Page ID,Page name,Disclaimer,Amount spent (SAR)
106443075858059,Aman Bhai,These ads ran without a disclaimer,≤100
102362765924070,Thailand Government Office,These ads ran without a disclaimer,≤100
107413148472477,hairstyle_hajer,These ads ran without a disclaimer,≤100
179775482103230,Elfaleh Sports House,These ads ran without a disclaimer,≤100
114625375001767,Dabab services,These ads ran without a disclaimer,≤100
127932930638411,Adoor Prakash,These ads ran without a disclaimer,≤100
121041277645274,mdmarrace,These ads ran without a disclaimer,≤100
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100
110177867131162,Ajman Houses,These ads ran without a disclaimer,≤100
112526655264240,,These ads ran without a disclaimer,≤100
101487088548426,Khaled Yousri خالد يسرى,These ads ran without a disclaimer,≤100
175590267993,Al Majalla,These ads ran without a disclaimer,≤100
450326391674911,Allianz,These ads ran without a disclaimer,≤100
