Page ID,Page name,Disclaimer,Amount spent (ILS)
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,1075
313229072156432,ארקדי פומרנץ - Arkady Pomeranz,ארקדי פומרנץ - Arkady Pomeranz,900
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,799
849824028408565,תנועת אם תרצו,תנועת אם תרצו,444
122727460825521,שמוליק דודאי לראשות מ.א. עמק יזרעאל,שמוליק דודאי,400
105744449044010,Алон Азулай,Алон Азулай,371
1900748410047113,סיגל שאלתיאל הלוי לראשות מועצת מעלה יוסף,סיגל שאלתיאל הלוי לראשות מועצת מעלה יוסף,291
102548956115520,תקומה 23 - להיות עם יהודי בארצנו,תורת לחימה,245
108815978739436,רמי יוסף יחד ננצח,רמי יוסף יחד ננצח,245
134317898540,דרך חדשה לקריית שמונה - בראשות אופיר יחזקאלי,דרך חדשה לקריית שמונה - בראשות אופיר יחזקאלי,224
1477479039147346,شريف زعبي,شريف زعبي,205
105907482438233,שלומית שיחור רייכמן לראשות מ.א. עמק יזרעאל,שלומית שיחור רייכמן לראשות מ.א. עמק יזרעאל,204
102684482764860,داني عطار لرئاسة المجلس الإقليمي جلبوع,داني عطار لرئاسة المجلس الإقليمي جلبوع,190
112933168448095,בת שבע אבוחצרה - לראשות העיר כרמיאל,בת שבע אבוחצרה - לראשות העיר כרמיאל,188
2097145430558097,חיים רוקח - ראש המועצה האזורית גולן,חיים רוקח - ראש המועצה האזורית גולן,187
103650187935643,אלי זפרני חבר מועצת העיר,אלי זפרני חבר מועצת העיר,183
939376299576182,דודו דר - Dudu Dar,דודו דר - Dudu Dar,181
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,174
112779795076593,שי יזרעאלי - לראשות המועצה האזורית עמק יזרעאל,שי יזרעאלי - לראשות המועצה האזורית עמק יזרעאל,171
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,159
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,155
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,154
1384004838583167,רונן פלוט - Ronen Plot,רונן פלוט - Ronen Plot,153
116403308029187,يوسف طه,يوسف طه,145
171948013605622,יצחק מירון תנופה לעפולה,יצחק מירון תנופה לעפולה,135
100663859328863,עופרי סיידה,עופרי סיידה,126
213683622308164,עמיחי בן שלוש - Amihai Ben Shlush,עמיחי בן שלוש - Amihai Ben Shlush,122
109523830757998,דמוקרטtv,דרכנו,122
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,118
113059715181244,בתיה גוטליב לראשות המועצה האזורית גולן,בתיה גוטליב לראשות המועצה האזורית גולן,118
104540012690001,אלדר סיון לראשות מ.א. עמק יזרעאל,אלדר סיון לראשות מ.א. עמק יזרעאל,115
107217383988190,מגזין אפוק,Epoch Magazine,115
1073548259341247,לובי 99,לובי 99,114
110726252003225,אושרת בראל - לראשות העיר בית שאן,אושרת בראל - לראשות העיר בית שאן,110
102703162781358,הדס שקד - נכונה לגלבוע,הדס שקד - נכונה לגלבוע,108
104805742482324,יוחאי עזרא -  לראשות עיריית צפת,יוחאי עזרא -  לראשות עיריית צפת,108
1662907067255622,איגוד הגז הטבעי,Unik,107
2087629251480875,רונן מרלי - Ronen Marelly,רונן מרלי - Ronen Marelly,107
114856231507549,הצעירים - משפיעים על העתיד של כולנו ביקנעם,הצעירים - משפיעים על העתיד של כולנו ביקנעם,103
313816005938472,תנופה לעפולה - שומרים על הבית,תנופה לעפולה - שומרים על הבית,101
1029616787159895,יהודה דואה - הבחירה הנכונה לראשות המועצה,יהודה דואה - הבחירה הנכונה לראשות המועצה,≤100
204780362875106,מקור ראשון,מקור ראשון,≤100
109049212192912,יעקב בורובסקי-לראשות העיר חיפה,יעקב בורובסקי-לראשות העיר חיפה,≤100
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,≤100
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,≤100
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,≤100
