Page ID,Page name,Disclaimer,Amount spent (CRC)
118971778191074,Partido Liberación Nacional,Partido Liberación Nacional,8172
265843867173714,La Revista,La Revista,1855
182652761279,Fracción Liberación,Fracción Liberación,1090
102643532445938,Ada Acuña - Diputada,Ada Acuña - Diputada,254
107393038840907,grichacondiaz,These ads ran without a disclaimer,≤100
107981158439405,PLP Atenas,PLP Atenas,≤100
116601864818381,Lucía Monge Valverde,These ads ran without a disclaimer,≤100
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,≤100
116603861327799,alex_sa.c,These ads ran without a disclaimer,≤100
1540070352761579,Leslye Bojorges,Leslye Bojorges,≤100
