Page ID,Page name,Disclaimer,Amount spent (JMD)
114688808091223,iamforeverkj,These ads ran without a disclaimer,≤100
102497746096944,WiN FUND,These ads ran without a disclaimer,≤100
102058729490584,aldadon_marley,These ads ran without a disclaimer,≤100
