Page ID,Page name,Disclaimer,Amount spent (IDR)
23383061178,Prabowo Subianto,indonesia Adil makmur,378299
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,83712
101220845990276,GP Bengkulu,Ganjar Nusantara Indonesia,54827
105818752347206,Teman Airlangga Hartarto,Teman Airlangga Hartarto,43238
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,25315
102712985995817,Sobat Airlangga Hartarto,Sobat Airlangga Hartarto,21515
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,19936
1357693677594211,A Muhaimin Iskandar,Kebangkitan Bangsa,17041
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,10587
335546226915564,Generasi Melek Politik,Generasi Melek Politik,9381
104549327891079,Dermawan,Frista Kurniasari,8138
92828041744,Sandiaga Salahuddin Uno,Sandiaga Salahuddin Uno,7417
197545083607941,Harian Kompas,Harian Kompas,6313
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,4731
101552865962561,GP Oku Raya,Ganjar Nusantara Indonesia,3943
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,3514
116472660226900,putriabner,Partai Solidaritas Indonesia,3410
2275806345802505,Muhammad Bima Januri,Partai Solidaritas Indoneisa,3338
111683954970349,News News News,News News News,3131
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,2815
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,2732
104427162506872,Fakta Anies,Fakta Anies,2443
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,2392
103013484811323,Jangan Lupa Sejarah,John Kamnahas,2374
104830667806476,Melihat Indonesia,Ganjar Nusantara Indonesia,1696
113441885019936,Kawan Sigit Raditya,Muhamad Rizqy Mubaroq,1251
882638978454921,Raja Juli Antoni,Raja Juli Antoni,1113
1570975959815201,PANJI Tabanan,"Anak Agung Ngurah Panji Astika, ST",1091
104899195891472,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,1008
104054595928021,Bakti Untuk Rakyat,These ads ran without a disclaimer,984
108346091544917,Katalis IA,IA-CEPA ECP Katalis,685
1824152721248355,Berita Kita,Berita Kita,678
102305531653467,Suara Perjuangan,Suara Perjuangan,619
112121101796090,Opini 2024,Juniar Dwi Harianto,619
108156498584853,Tetap Puan,Marabunta Family Cyber,586
103581752405141,Sobar Harahap,Ganjar Nusantara Indonesia,573
112417251582480,APEL - Aplikasi Pemenangan Eksekutif & Legislatif,APEL - Aplikasi Pemenangan Eksekutif & Legislatif,572
110952238516382,Kiki Daliyo,Dwi Wantoro,511
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,507
103089332689511,BRANI-Barisan Airlangga Untuk Indonesia,Robby Binur,469
105333581077904,PT Pupuk Kaltim,PT Pupuk Kaltim,449
101403669397488,Nikmatul Sugiyarto,Ganjar Nusantara Indonesia,429
102626198026698,Rika Sudjiman,Juniar Dwi Harianto,380
110056788323890,Pikiran Indonesia,Ganjar Nusantara Indonesia,301
104799384898162,Indonesia Berkabar,Ganjar Nusantara Indonesia,295
102332655592625,BidikNews24.com,BidikNews24.com,294
303339530017265,Huawei For Indonesia,Wonny Nur Rimba Utami,253
312490859193724,mensbatik,Bayu Setayudha,240
108676115131939,Nusantara Cerdas,Ganjar Nusantara Indonesia,226
105308715676825,Filosofi Indonesia,Ganjar Nusantara Indonesia,223
202555993805088,Caption,Ganjar Nusantara Indonesia,179
107565455160464,Indonesia Opini,Ganjar Nusantara Indonesia,177
100147872667354,Kata Nusantara,Ganjar Nusantara Indonesia,175
110195418669687,Sahabat Yatim,These ads ran without a disclaimer,172
101338198587608,Indonesia Luar Biasa,Ganjar Nusantara Indonesia,164
107241861191421,Ilmu Tambang,Ilmu Tambang,161
105313791512717,Jateng Sentris,Bayu Wicaksono,156
113058461386521,Mercusuar Indonesia,Ganjar Nusantara Indonesia,154
160355148441,Tempo Media,These ads ran without a disclaimer,151
107161484460730,Sobat Erick 2024,Mohammad Izur Islami,151
106369021821580,Partai Buruh,Partai Buruh,138
102114435036822,Filosofi Jatim,Dwi Wantoro,117
100676262667808,Story Nusantara,Ganjar Nusantara Indonesia,107
105195635486519,Klise Nusantara,Ganjar Nusantara Indonesia,107
106920001531083,Filosofi Jateng,Bayu Wicaksono,≤100
104533848318771,Pemalang Today,Bayu Wicaksono,≤100
110037828037739,Jateng Pedia,Bayu Wicaksono,≤100
813887722072071,Yayasan Pundi Amal Bakti Ummat,Yayasan Pundi Amal Bakti Ummat,≤100
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,≤100
100649018546817,GanjarFans,These ads ran without a disclaimer,≤100
1559901027613381,TRT World,These ads ran without a disclaimer,≤100
105396005720390,Sahabat palestin,These ads ran without a disclaimer,≤100
