Page ID,Page name,Disclaimer,Amount spent (CRC)
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,2693
102084562479533,Digital506,Digital506,1201
105655721900130,Diputada Johana Obando,Juan Andres Vasquez Quiros,1077
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,539
102643532445938,Ada Acuña - Diputada,Jacqui Solano,404
265843867173714,La Revista,La Revista,116
1599595763404823,Danny Vargas Diputado,Danny Vargas Diputado,109
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100
101955851918321,Alcaldía de Alajuela,Alcaldía de Alajuela,≤100
1854196034809154,El Oráculo de Costa Rica,These ads ran without a disclaimer,≤100
859053560892477,Ojo al Clima,These ads ran without a disclaimer,≤100
142062936237878,Goberna,These ads ran without a disclaimer,≤100
109536051432220,Olga Morera - Diputada,Olga Morera Arrieta,≤100
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,≤100
