Page ID,Page name,Disclaimer,Amount spent (BRL)
1488853891429349,Heineken,GRUPO HEINEKEN,2913
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,2597
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",2300
136984123032921,Mercedes-Benz Brasil,Mercedes-Benz Brasil,805
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,572
610948472274615,Prefeitura de Almirante Tamandaré,MUNICIPIO DE ALMIRANTE TAMANDARE,447
301774903545521,Brasil Paralelo,Brasil Paralelo,386
159103797542,Greenpeace Brasil,Greenpeace Brasil,287
140761379298838,Volvo Car Brasil,Volvo Car Brasil,201
300385920154650,Marcio Rosa,Marcio Rosa Da Silva,200
425215080864180,Pfizer Brasil,Pfizer,167
465235726843103,Ambev,Ambev,162
1453730484882193,Arilson Chiorato,Arilson Maroldi Chiorato,159
129296464237962,Prefeitura de Ourinhos,Prefeitura de Ourinhos,151
658891374205847,Prefeitura de Maringá,Prefeitura de Maringá,150
224021551012451,Gerando Falcões,Gerando Falcões,149
343655492351770,Associação Brasileira de Apoiadores Beneméritos do Teatro Guaíra,Associação Brasileira de Apoiadores Beneméritos do Teatro Guaíra,139
1720125068073321,Flávio Arns,Flávio Arns,131
112830251033781,Tiger,GRUPO HEINEKEN,111
631711806855209,Prefeitura de Colombo,Prefeitura de Colombo,≤100
333720355130,Petrobras,Petrobras,≤100
1206261422820710,Prefeitura de Foz do Iguaçu,Prefeitura de Foz do Iguaçu,≤100
380460338716108,Prefeitura de Araucária,Prefeitura de Araucária,≤100
220778897969256,Zeca Dirceu,Zeca Dirceu,≤100
198849783539777,Buscofem,Buscofem,≤100
270377486357382,Crea-PR,CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DO PARANA,≤100
365261416833783,SOMAR - Grupo Educacional,Edilson Luis Carneiro Baggio,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
358687161234,Proteção Animal Mundial,Sociedade Mundial de Proteção Animal - WSPA BRASIL,≤100
110308133921143,Denian Couto,Denian Couto Coelho,≤100
175072079887754,Sindicatos Online,Sindicatos Online - SON,≤100
650362445023673,RICARDO MAIA,These ads ran without a disclaimer,≤100
105755411564969,Prefeitura de Wenceslau Braz,Prefeitura de Wenceslau Braz,≤100
102813442534729,Fabio Oliveira,ELEICAO 2022 FABIO ALEX DE OLIVEIRA DEPUTADO ESTADUAL,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
1061862380519257,NOVO Paraná,NOVO Paraná,≤100
1977144492578298,Bruno Secco,Bruno Secco Souza,≤100
376071779158486,Câmara de Maringá,Câmara de Maringá,≤100
115230991849922,O Globo,Editora Globo,≤100
612589048860888,Tiago Amaral,José Tiago Camargo do Amaral,≤100
101473251687412,Bachir Abbas,Bachir Abbas,≤100
114346172061739,Força  Paraná,Força  Paraná,≤100
104738421003389,InvestNews BR,Nubank,≤100
145608108896911,Frente Parlamentar da Agropecuária - FPA,Instituto Pensar Agropecuária,≤100
109145595283281,Adão Litro,Adão Litro,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
695027077529838,Conselho Regional dos Técnicos Industriais da 4ª Região,Tiriva Publicidade E Propaganda LTDA,≤100
104476969270901,Alessandro de Lara,ALESSANDRO SALES DE LARA,≤100
813542872090662,Leonidas Dias,Leonidas Nery Dias,≤100
420272671479041,Do Carmo,Do Carmo,≤100
102856342511936,ICL Notícias,Instituto Conhecimento Liberta,≤100
813615022023685,Marcio Nunes,Marcio Fernando Nunes,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
567247806959527,CHAPA 1 - Andes pela base,CHAPA 1 - Andes pela base,≤100
533495260042236,Sérgio Souza,Sérgio Souza,≤100
823606697815716,Flavia Francischini,Flavia Francischini,≤100
102090164567824,Adnan El Sayed,Adnan Abdallah El Sayed,≤100
103886541282774,João Morales,João Morales,≤100
408562339563995,Elton Bittencourt,Blton Bordine Bittencourt,≤100
196791070788913,Robson Zanetti Advogado,Robson Zanetti,≤100
115931765148387,Assembleia Legislativa de Minas Gerais,Assembleia Legislativa Do Estado De Minas Gerais,≤100
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,≤100
1686950021551901,Meio,Canal Meio S.A.,≤100
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
109081972143628,Valorize quem constrói o Paraná,Associação Entidades Representativas dos Servidores Estaduais do Paraná,≤100
1212631755456129,Arion Nasihgil,Arion Augusto Nardello Nasihgil,≤100
102046893217762,Escola de Negócios e Seguros,Escola de Negócios e Seguros,≤100
258088921369,TOTVS,TOTVS,≤100
152338908863109,William Dornela,William Dornela,≤100
100475615641105,PHVox,PHVox LTDA,≤100
109045724868180,lucassantoscs,Lucas Da Silva Santos,≤100
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,≤100
102282239512107,Secretarias de Desenvolvimento Urbano e Rural,Prefeitura Municipal de Palmeira,≤100
566330050152679,Vereador Alex Purkote,Alex Purkote,≤100
108541948832135,Wagner Jean Da Rosa,Wagner Jean Da Rosa,≤100
541089776080092,Sanofi Brasil,Thaina Souza De Campos,≤100
1164910073641031,Paulo Litro,Paulo Litro,≤100
1165488993512231,Nossas,NOSSAS,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
1016014891780524,Estratégia Carreira Jurídica,ESTRATEGIA CONCURSOS SA,≤100
104497614745252,Edson Souza,Joao Vitor Marochi De Oliveira,≤100
190833037616321,Jornal Extra,Jornal Extra,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
105273002406395,jeanemilianofb,These ads ran without a disclaimer,≤100
1587038224698973,Renova Andes,Renova Andes,≤100
141627992572943,Budweiser,Ambev,≤100
122202764107974,TOP LINEX - Sistema e Consultoria,Top Linex,≤100
102343683293212,Tadeu Veneri,Tadeu Veneri,≤100
1873929706185891,Reciclus,These ads ran without a disclaimer,≤100
105821366170914,PT - Partido dos Trabalhadores,Partido dos Trabalhadores,≤100
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,≤100
109770755848061,Suzano,Suzano SA,≤100
393466617381710,Vetor Brasil,Vetor Brasil,≤100
104088705327627,Destaques Digitais,Talquimy Comunicação LTDA,≤100
193719533998484,Fundação Fernando Henrique Cardoso,Fundação FHC,≤100
100275083494691,Cobra Repórter,Devanil Reginaldo da Silva,≤100
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,≤100
176861049584508,Luiz Henrique Dias,Luiz Henrique Dias Da Silva,≤100
105755411564969,Prefeitura de Wenceslau Braz,These ads ran without a disclaimer,≤100
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,≤100
100553136170825,Fena Saude,Fena Saude,≤100
239350747376187,Nelson Wilians - NW,These ads ran without a disclaimer,≤100
1789937954410205,Prefeito Toledo,These ads ran without a disclaimer,≤100
471542526362059,Fetec PR - Federação dos/as Trabalhadores/as em Empresas de Crédito do PR,Fetec PR - Federação dos/as Trabalhadores/as em Empresas de Crédito do PR,≤100
104484278730634,Mobilidade Global Group,Mobilidade Global Group,≤100
363140553718136,Epoch Times Brasil,EPOCH TIMES BRASIL LTDA,≤100
226121024066240,WRI Brasil,WRI Brasil,≤100
114545680471703,Pedro Quintanilha - Mentalidade Empreendedora,Eduardo Lima Ferreira,≤100
104267705031711,Fernando Conrado - Corações e Almas,Fernando Conrado,≤100
