Page ID,Page name,Disclaimer,Amount spent (VND)
103216305974903,Thẩm Mỹ Như Ý - Tây Ninh,These ads ran without a disclaimer,603417
104485185758398,Đặc Trị Tiểu Đường Cùng Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,49354
110191145479586,Học Lập Trình Online Cùng MindX,These ads ran without a disclaimer,23701
108510284767191,Lương Y: Phạm Văn Thanh - Việc Tử Tế VTV1,These ads ran without a disclaimer,16312
114203975049983,Lương Y Phạm Văn Thanh-0795026778,These ads ran without a disclaimer,13104
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,10357
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,6563
107976099057159,,These ads ran without a disclaimer,4054
118828961151139,Trung Tâm Nhân Giống F1,These ads ran without a disclaimer,3590
110961992051943,Ebook Tài Liệu,These ads ran without a disclaimer,3133
143009891251546,,These ads ran without a disclaimer,3022
110573918793620,Quỹ Đầu Tư Xanh,These ads ran without a disclaimer,2827
104277982758362,Phát Triển Kinh Tế Mới,These ads ran without a disclaimer,2372
112977278547511,Phát triển tài chính kinh tế mới 2023,These ads ran without a disclaimer,2330
106034145583339,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,2144
321078761425703,SON HA GROUP,These ads ran without a disclaimer,1671
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,1656
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,1153
107497901963061,Sách Hay Chọn Lọc,These ads ran without a disclaimer,791
919479674872321,Báo Nghệ An,Báo Nghệ An,725
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,≤100
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,≤100
103031616060258,Vườn ươm Hạt giống - Học Viện Nông Nghiệp Việt Nam,These ads ran without a disclaimer,≤100
