Page ID,Page name,Disclaimer,Amount spent (UYU)
107678274350407,Jhans Acosta,Jhans Christian Acosta Ledesma,103
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
292074670808351,Frente Amplio,Frente Amplio,≤100
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
1633909283493941,Ert Bps,Director Representante del Sector Trabajadores Ramón Ruiz,≤100
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
1424003061235730,Asociación Autismo en Uruguay,Arlene Raquel Navarro Aguiar,≤100
896046427178402,O'Farrell S.R.L,These ads ran without a disclaimer,≤100
591063447608600,Adultxs por los derechos de la infancia,These ads ran without a disclaimer,≤100
