Page ID,Page name,Disclaimer,Amount spent (GBP)
102639461303190,Fair Pay For All,Fair Pay For All,≤100
61863318139,World Resources Institute,World Resources Institute with Facebook ad credits,≤100
311627208673,WWF UK,WWF UK,≤100
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,≤100
9250349228,Greenpeace UK,Greenpeace UK,≤100
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),≤100
799576543492660,The Week Junior,The Week Junior,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee UK,≤100
7715002593,UNICEF UK,Unicef UK,≤100
195754307110390,Right To Life UK,Right To Life UK,≤100
912590792245688,NHS Negligence Claims,Online Legal Limited,≤100
7624294394,Amnesty International UK,Amnesty International UK,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
730993880393394,Michelle O'Neill,Sinn Féin,≤100
158077247591710,Refuge,Refuge,≤100
103662352102391,Family Debt Help,Ian Keith Parsons,≤100
601388547012748,Ecologi,Ecologi,≤100
113277290454039,Common Seas,Common Seas,≤100
18044497940,Plan International UK,Plan International UK,≤100
21242962092,ClientEarth,ClientEarth,≤100
101183108039162,P1vital,P1vital,≤100
191388894239685,We Believe in Israel,We Believe In Israel,≤100
113728932022446,Internet Watch Foundation,Internet Watch Foundation,≤100
177855115588808,The Week UK,The Week UK,≤100
348366988862054,Oxfam Campaigns,Oxfam Great Britain,≤100
97708339756,Action for Children,Action for Children,≤100
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,≤100
1457636071195656,Healthy Suffolk,Suffolk County Council,≤100
170911309781648,Veganuary,Veganuary,≤100
520171088019503,Liforme,These ads ran without a disclaimer,≤100
