Page ID,Page name,Disclaimer,Amount spent (CRC)
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,2155
105655721900130,Diputada Johana Obando,Juan Andres Vasquez Quiros,1077
102084562479533,Digital506,Digital506,1026
265843867173714,La Revista,La Revista,622
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,539
101955851918321,Alcaldía de Alajuela,Alcaldía de Alajuela,121
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,≤100
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100
102998939765184,Persian bms,These ads ran without a disclaimer,≤100
