Page ID,Page name,Disclaimer,Amount spent (COP)
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,102638
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,68835
251292808253299,Canadian College,Canadian College,54541
100452146359742,Humberto A. Rosales,Humberto A. Rosales,49701
101739272977988,Guisell Bonilla,Bonilla hermanos inmobiliaria,38437
1890977487839058,Harry Silva LLinás,Harry Silva LLinás,31166
100497796432921,Rosa Madera,Rosa Madera,15248
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,14752
102649172879833,Colombia al Día,Colombia al Día,13847
969143216462972,Felipe Cañizalez,Felipe Cañizalez,12749
109562594939352,antonioyepescd,These ads ran without a disclaimer,12184
107405449071319,Con la suya,Con la suya,10988
43880852708,Amnistía Internacional Américas,These ads ran without a disclaimer,10017
108741772196529,Ricardo Andres Lopez,Ricardo Andres Lopez,9041
112155252163421,Sebastián López V.,Sebastián López V.,9035
499121313802137,Túnel Guillermo Gaviria Echeverri,Túnel Guillermo Gaviria Echeverri,8462
184284351706738,Lotería de Bogotá,Lotería de Bogotá,7505
101391859627743,Colombia sin miedo,Colombia sin miedo,7076
183025852044152,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,6811
100637473120318,Orden y libertad,Orden y libertad,5898
105848177845789,All Out en español,All Out Action Fund,4971
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,4651
102172136253890,Janner De Jesús Ruiz Bayuelo,Janner De Jesús Ruiz Bayuelo,4315
110036132129269,Alerta Noticias,Alerta Noticias,4198
361906317540130,Michel Baldovino,Michel Baldovino,4097
104046148916576,Patricia de Hernandez,Patricia de Hernandez,3896
437554710309705,Jesús Sepúlveda Bermonth / Concejal de Cúcuta 2021-2023,Jesús Sepúlveda Bermonth / Concejal de Cúcuta 2021-2023,3896
118514924593739,Tanque Seco,Tanque seco,3885
111431408702343,luzbohorquez_b,These ads ran without a disclaimer,3140
103138861936410,René Quintero,René Quintero,2915
1458739367777443,Wilson Gonzalez Piedecuesta,Wilson Gonzalez Piedecuesta,2643
1090401507639440,Funcicar,Funcicar,2606
1400280116941194,Fabian Diaz,Fabian Diaz,2598
482002058626250,Surany Arboleda Arias,Surany Arboleda Arias,2523
1119413181474050,El Avispero Mov,Movilizatorio,2200
104313676026273,Luis Carlos Guevara Montilla,Agencia de Publicidad del Putumayo,2198
400106994113819,Cesuma,These ads ran without a disclaimer,2096
102143071616787,Goberna Colombia,Goberna,1969
533238166689720,Instituto Técnico Imtel - Oficial,These ads ran without a disclaimer,1930
407615769604377,Mutante,Fundación Mutante,1892
543810628990655,Ministerio de Justicia y del Derecho,Ministerio de Justicia y del Derecho,1891
111926015054310,misolyepes,These ads ran without a disclaimer,1633
350233048761985,Ideartes Impresores,Ideartes Impresores,1587
1037508046302965,Griselda Janeth Restrepo Gallego,Griselda Janeth Restrepo Gallego,1530
100319211712051,Walter Salas,Walter Salas,1477
109149841387092,maquillandopermanente,These ads ran without a disclaimer,1210
109694565550367,,These ads ran without a disclaimer,1184
117823701712681,Cedinsi Escuela de Entrenamiento en Herramientas Digitales,These ads ran without a disclaimer,1089
353002198130323,Instituto Tecnisistemas,These ads ran without a disclaimer,1078
102766378177231,Yamid López,Yamid López,1068
103271204488275,Viviana Sánchez Sharvana,Viviana Sánchez Sharvana,1044
113859341778043,Dios salva a Colombia,Dios salva a Colombia,975
319527888151975,Revista La Injusticia,Voz caribe,973
104523362286716,Leonardo Pereira,Leonardo Pereira - El Alcalde de la Gente,951
107179214864377,Alejandro Moncada Alzate,Alejandro Moncada Alzate,932
100862467976065,Andrés Fandiño,Andrés Fandiño,919
111079188725589,Colombia IHhumana,Colombia ihhumana,786
2308381916109967,Libardo Asprilla,Libardo Asprilla,774
108547053844897,Jose Maria Moncayo Rosero,Jose Maria Moncayo Rosero,733
1766366823576506,La Paz Querida,La Paz Querida,726
113893734923800,,Luis Eduardo Garcia Carrillo,636
1668929590004327,Avanzoft Software Avanzado,Avanzoft Software Avanzado,486
831384767045617,Patricia Bernal Cubillos,Patricia Bernal Cubillos,483
1436558273141428,Enfoque TeVe,Enfoque TeVe,481
1589652347763879,Aquileo Medina A,Aquileo Medina A,480
101325939208706,EDGAR RAMOS,EDGAR RAMOS,432
100523415826945,Rodrigo,These ads ran without a disclaimer,423
101780454702543,Paula Hernández Goyeneche,Paula Hernández Goyeneche,412
102273526060527,VAMOS QUE VAMOS,These ads ran without a disclaimer,407
527136077735125,Thomas Balaguera,Thomas Balaguera,389
111754810202440,Yocimar Trillos,Yocimar Trillos,388
108423328848313,karlacastellanosr81,These ads ran without a disclaimer,381
348915865720686,Publicarte Digital,Publicarte Digital,375
117127767981709,Alvaro carrillo,Alvaro carrillo,370
670081166403404,We Love Villavo,We Love Villavo,367
100814725848464,Pedro J. Sánchez Rueda,Pedro J. Sánchez Rueda,365
893646027651348,malambosonrie,malambosonrie,364
499976616711322,Richy Gómez,Richy Gomez,362
984966394847745,Sopó Nos Une,Sopó Nos Une,354
101380345769714,Belen Caro,Belen Caro,354
911971475638253,Huila Noticias1,Huila Noticias1,343
1150942755027141,MMconsultor,MMconsultores,341
667611066590740,Lucho Ortega,Lucho Ortega,310
114568974932188,Lina María Castaño Ramírez,These ads ran without a disclaimer,301
102726521215798,La Elección De Crear,These ads ran without a disclaimer,228
103596816009903,Leonor Mora Barandica,Leonor Mora Barandica,226
103722172751548,"Noe Espinosa ""Pacho UMATA""",These ads ran without a disclaimer,216
108416675326834,Por una Anolaima mejor,These ads ran without a disclaimer,209
996217960453678,Crezcamos Juntos Caquetá,Crezcamos Juntos Caquetá,176
103084375858203,Mi Campaña Aplicación,Mi Campaña Aplicación,169
1922876324479844,Sandra Beatriz Alvarado Rojas,These ads ran without a disclaimer,128
105745084834647,Somos Más Noticias Colombia,Somos Más Noticias Colombia,123
109287002146401,Carlos Javier Rico Olaya,These ads ran without a disclaimer,121
1482897701997453,Paloma Valencia,Paloma Valencia,112
