Page ID,Page name,Disclaimer,Amount spent (MYR)
117474696829192,Kaki Report,Kaki Report,≤100
27588322041,BFM Radio - The Business Station,BFM Radio - The Business Station,≤100
320198834704885,MELODY,MELODY,≤100
155707591143880,Prof. Dr Zainur Rashid Zainuddin,Yayasan Ikhlas,≤100
108562495293165,Energy Asia,Energy Asia,≤100
131360500212473,Buletin TV3,Buletin TV3,≤100
107060175401210,Manar Community Utama,Manar Holding Sdn Bhd,≤100
108081982215694,Bersekutu Bertambah Mutu,Bersekutu Bertambah Mutu,≤100
87363369882,Sinar Harian,Sinar Harian,≤100
221159141657466,Newswav,Newswav - Malaysia Latest News,≤100
100636399607458,Malaysia MADANI,Malaysia MADANI,≤100
2305126306395581,123 Live Mall Malaysia - S/B,These ads ran without a disclaimer,≤100
214453639029748,Sinaran Wanita,Sinaran Wanita,≤100
