Page ID,Page name,Disclaimer,Amount spent (ISK)
314036327204,VR,VR,991
573559522797177,Flokkur fólksins,Flokkur Fólksins,639
737169626371453,Stundin,Stundin,334
105116352958747,ÖBÍ réttindasamtök,ÖBÍ réttindasamtök,275
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,195
165630723862615,Andríki,Andríki,190
105986171646268,Diljá Mist,Diljá Einarsdóttir,182
152804904889,Samfylkingin,Samfylkingin,136
154893001218870,ADHD samtökin,ADHD samtökin,109
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,102
102133046017049,Evrópuhreyfingin,Evrópuhreyfingin,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
147109888636038,Netafim,These ads ran without a disclaimer,≤100
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,≤100
112617308346786,European news,These ads ran without a disclaimer,≤100
