Page ID,Page name,Disclaimer,Amount spent (UYU)
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,1167
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,336
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,193
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
316246769083069,Corruptos Radio,Juan Andrés Gómez Robaina,≤100
370421830277960,FONAR,These ads ran without a disclaimer,≤100
103546821029168,Sandra Milena Rey / Samy Rey,These ads ran without a disclaimer,≤100
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100
105896849068225,Great job,These ads ran without a disclaimer,≤100
106120175623925,A-thletes.media,These ads ran without a disclaimer,≤100
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100
1727280190891954,FRANCE 24 Español,These ads ran without a disclaimer,≤100
144183033203731,Miss Política,These ads ran without a disclaimer,≤100
100365208581323,Revolución Eñame,These ads ran without a disclaimer,≤100
101163591558152,PTC Therapeutics SAM,These ads ran without a disclaimer,≤100
124193294267113,Medicable,These ads ran without a disclaimer,≤100
102795529046195,"Koboa - South American Tabletop Fantasy Setting For 5e, PF2, and Black Flag",These ads ran without a disclaimer,≤100
