Page ID,Page name,Disclaimer,Amount spent (USD)
558014920898846,Erşat Salihi-ارشد الصالحي,Erşat Salihi-ارشد الصالحي,≤100
211290489606653,Dilan Mamosta Ghafoor - دیلان مامۆستا غفور,Shalaw Ghafour,≤100
108448645342531,BAZ PLUS,BAZ PLUS,≤100
106862069005610,المكتب النسوي للنائب ارشد الصالحي,المكتب النسوي للنائب ارشد الصالحي,≤100
115201561476661,کۆد میدیا,کۆد میدیا,≤100
102682039247529,الیقین,barqnews,≤100
101537365554352,KURD POST,KURD POST,≤100
108208211346225,ڕێچکە - Rechka,ڕێچکە - Rechka,≤100
110735054899289,Lapere,Lapere,≤100
101225028723669,AsAn  ئاسان,AsAn  ئاسان,≤100
399110903587431,دژه تیرۆری کوردستان Kurdistan CT,ASO,≤100
106882150782236,CTG Kurdistan,CTG Kurdistan,≤100
845122485513259,محمود خلف العبيدي,محمود خلف العبيدي,≤100
102213691670920,إقتصاديون,عدي صادق العلوي,≤100
115033719858579,مشتەکۆڵە,mshtakolla,≤100
157533901579726,راكان سعيد الجبوري,أبرأهيم سعيد,≤100
104614759018251,خطاب عادل,Alaulddin Al-bayyeni,≤100
135202556677269,Rabun Maroof رابون مەعروف,Rabun Maroof,≤100
2452514564770158,المكتب الإعلامي لوزير الداخلية,المكتب الإعلامي لوزير الداخلية,≤100
100800451955444,ناوەندی باڵای چەمچەماڵ::یەكێتی لاوانی دیموكراتی كوردستان,ناوەندی باڵای چەمچەماڵ::یەكێتی لاوانی دیموكراتی كوردستان,≤100
107461271287114,ملتقى البشائر,ملتقى البشائر,≤100
503530246416243,النائب احمد المشهداني  Ahmed Al-Mashhadani,Mustafa Al-mashhadani,≤100
381026846058940,هيبت الحلبوسي,هيبت الحلبوسي,≤100
101741622757697,Chaw+,Chaw+,≤100
103560309271906,کتلة الحزب الديمقراطي الكوردستاني في مجلس النواب العراقي,کتلة الحزب الديمقراطي الكوردستاني في مجلس النواب العراقي,≤100
104886081432069,حركة البشائر الشبابية,حركة البشائر الشبابية,≤100
103749749110377,أ . باسم محمد خضير - وكيل وزارة النفط,Ahmed Sttar,≤100
1335631479841334,Zhyan Media,Zhyan Media,≤100
112048801639488,Zoom News,Zoom News,≤100
136517036537211,مەڵبەندی سلێمانی یەكگرتوو,kurdiu,≤100
101655231759542,iceflowerinblue,These ads ran without a disclaimer,≤100
945981242085442,المهندس محمد شياع السوداني,البرلماني,≤100
335087470495241,Bra Gawra برا گەورە,Diyar Hamad,≤100
101548841984375,بغداد مودلز :: Baghdad Models,بغداد مودلز :: Baghdad Models,≤100
563523023665939,KurdistanPress,kurdistanpress.net,≤100
101088546158554,پوک میدیا,PUKMEDIA Official,≤100
114491311536369,Mil-ميل,Mil-ميل,≤100
108795692206179,حكومة السوداني,Ali Qasim,≤100
103148919323302,Mosul.net,Mosul.net,≤100
108018192094247,PalaPress,PalaPress,≤100
108160411542178,تقي الوائلي - Taqi Alwaily,تقي الوائلي - Taqi Alwaily,≤100
111763060956749,قلم دولة القانون,قلم دولة القانون,≤100
2003953506544982,ائتلاف النصر,Ahmed Abdulkareem Shihab Alwandi,≤100
276686282715100,وزارة العدل العراقية,Wahab Mohammed,≤100
149007500632371,النائب اسامة كريم البدري,منتظر علاء مظلوم الربيعي,≤100
754878457919560,النائب عادل خميس المحلاوي,مصطفى ريكان عجيل,≤100
108153498939891,Mohammed Abdulhammed,Mohammed Abdulhammed,≤100
100333398208632,ابن الفرات ودجلة,ابن الفرات ودجلة,≤100
106786885042267,Wahab Halabjay _ وەهاب هەڵەبجەی,Wahab Halabjay _ وەهاب هەڵەبجەی,≤100
418944648163190,باقر جبر الزبيدي,باقر جبر الزبيدي,≤100
407001929890342,الاعلامي بهاء المستشار,الاعلامي بهاء المستشار,≤100
267078350122003,الدكتور ماجد شنكالي,الدكتور ماجد شنكالي,≤100
102926700207592,Baghdad News,Baghdad News,≤100
302342846473745,Kurdistan TV,kurdistantv,≤100
103079074842359,مع المالكي,مع المالكي,≤100
1951151558245122,Karwan Gaznay,Karwan Gaznay,≤100
104043631791120,النائب الحقوقي علي حاتم المكصوصي,النائب الحقوقي علي حاتم المكصوصي,≤100
105349854354740,موسوعة الرافدين الإخبارية,موسوعة الرافدين الإخبارية,≤100
556915681040436,عبدالله حاجي محمود : Abdullah Haji Mahmood,Abdullah Mahmood Mohammed,≤100
103721784528052,رجل الصولات,رجل الصولات,≤100
2200025410238656,مركز نداء الرافدين للبحوث والدراسات الإستراتيجية,مركز نداء الرافدين للبحوث والدراسات الإستراتيجية,≤100
711506772983323,Raz Press,Raz Press,≤100
1650607098561130,Hawler Newspaper ڕۆژنامەی هەولێر,Rawa Majeed,≤100
109499431675573,Media 24,Media 24,≤100
1419723164933463,حسن توران Hasan Turan,These ads ran without a disclaimer,≤100
473313836373293,هێما,Ahmed Luqman,≤100
110993001443459,بەشی ڕۆشنبیری و ڕاگەیاندنی پ.د.ك,Kdp media,≤100
382364165660465,عادل فرج الحلبوسي,عادل فرج الحلبوسي,≤100
102796834888985,محمد هيبت الحلبوسي,محمد هيبت الحلبوسي,≤100
113153977690492,Dr.Narmin Maruf د.نەرمین معروف,Ariwan M Ghafoor,≤100
143435839066780,د.خالد شواني,Dashti Salam Saeed,≤100
109447781346241,النائب ياسر المالكي,النائب ياسر المالكي,≤100
101789536156376,KurdiaNews,KurdiaNews,≤100
1434120716833949,Karim Shkur-ملاکریم,Karim Shkur-ملاکریم,≤100
774978426035468,العراق تاج راس ايران والسعودية,العراق تاج راس ايران والسعودية,≤100
100777926142279,عمار موسى كاظم,عمار موسى كاظم,≤100
133227943495329,زارى کرمانجى,Abdullah Hamad,≤100
109245073995358,الحمزة علي السرهيد,الحمزة السرهيد,≤100
108465442152314,عاهد محمود,عاهد محمود,≤100
116970674706400,احمد حاتم - Ahmed Hatem,Ahmed Al-bayati,≤100
455049811223870,Leqa Ek PDK,Waraz Mustafa Sadeeq,≤100
1159516580738783,مديرية بلدية الكرمة,مديرية بلدية الكرمة,≤100
102293958597480,حركة إنجاز,حركة إنجاز,≤100
106561495556462,Lutke News,Lutke News,≤100
100600094630505,bahraindigitalart,These ads ran without a disclaimer,≤100
333432230097459,فەرماندەیی هێزەكانی پشتیوانی/1,فەرماندەیی هێزەكانی پشتیوانی/1,≤100
100642098847777,Shwan Kalary شوان کەلاری,Shwan Kalary شوان کەلاری,≤100
544132379058771,مؤسسة المدى,مؤسسة المدى,≤100
110689158545567,زبالة نيوز,These ads ran without a disclaimer,≤100
170375086953470,صالح الحسناويّ :: Salih Al hasnawi,صالح الحسناويّ :: Salih Al hasnawi,≤100
316778782455942,Hawpaimani _ هاوپەیمانی,Hawpaimani _ هاوپەیمانی,≤100
112188785139282,صلاح الدين بعيون أهلها,These ads ran without a disclaimer,≤100
101816602823868,بەشی ڕێکخراوە جەماوەریی و پیشەییەکانی پ.د.ک,Anas Abdulazeez Hama,≤100
871659792906041,الحضارات,الحضارات,≤100
330284551010571,Rp News - اذاعة الرأي العام,اذاعة الرأي العام,≤100
486820705424112,سيروان روژبیاني Sirwan  Rozhbayani,سيروان روژبیاني Sirwan  Rozhbayani,≤100
203265660007239,الزعيم,الزعيم,≤100
441049192623245,راگەیاندنی مەکتەبی مامۆستا عەلی باپیر,Anas Abdulazeez Hama,≤100
133439963658698,U.S. Consulate General Erbil,U.S. Consulate General Erbil,≤100
102948571453586,الانبار خيمتنا,jibalco,≤100
1298625980153968,Tech 4 Peace التقنية من اجل السلام,Tech For Peace,≤100
109788947180507,Dr.Azad Mustafa Qader د.ئازاد مستەفا,Azad Mustafa Qader,≤100
1850158471871767,بەشی پەیوەندی گشتی پارتی دیموکراتی کوردستان,Rawand Mziri,≤100
106731608777296,DGK RADIO,DGK,≤100
112608148468822,Ahmed Abd Rahman,These ads ran without a disclaimer,≤100
103031357931415,ئەنجومەنی ڕێکخراوە پیشەیی و جەماوەریەکانی یەکگرتوو,Atta Ahmad Ramadhan,≤100
147161912626120,شـيروان الدوبـرداني,شـيروان الدوبـرداني,≤100
106995204835895,سوالف Plus,سوالف Plus,≤100
112805336829620,حجاية وستوتة,jiball,≤100
104081694467489,ريان الكلداني Rian Chaldean,ريان الكلداني Rian Chaldean,≤100
100242432740414,منصة الرأي العام - Rpnews,الرأي العام,≤100
102998448375159,المكتب الاعلامي للنائب هيثم الزهوان,المكتب الاعلامي للنائب هيثم الزهوان,≤100
1960687214155123,بەیار عومەر عەبدوڵا Bayar Omar Abdullah,Bayar Omar Abdullah,≤100
102119931136710,ژووری بازرگانی و پیشەسازی هەڵەبجە,Kizhan Baqi Hama Amin,≤100
101638199426926,ثابت محمد العباسي,علي صفاء,≤100
1812321035741592,COC Media,Civilan Organization for Community Media,≤100
349451598410269,Ari Nanakali,Ari Nanakali,≤100
107794285545259,عاصمة الشمال,عاصمة الشمال,≤100
100451412934737,Sangar kanabe gawra سەنگەر کانەبی گەورە,Shivan Abwbaker Aswad,≤100
1447878605441640,وزارة الدفاع العراقية,علي صفاء,≤100
111158901828524,حيدر حسين الحمداني,These ads ran without a disclaimer,≤100
102972181270368,رئيس مسلفن,رئيس مسلفن,≤100
103394661564021,الوطن محتاجك,الوطن محتاجك,≤100
424733244779035,KURD,KURD,≤100
101188889361939,ابواب,ابواب,≤100
107713992218075,الشرق العراقي,الشرق العراقي,≤100
103975731191844,حيدر العامري,حيدر العامري,≤100
107471465676126,المكتب الإعلامي لوزير الدفاع العراقي,علي صفاء,≤100
100936064707022,الصفحة المركزية لمكتب سماحة الاب المربي الشيخ منتظر الخفاجي,These ads ran without a disclaimer,≤100
106273938637262,Draw  درەو,Draw  درەو,≤100
108457230808693,Hitachi Cooling & Heating MEA,These ads ran without a disclaimer,≤100
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100
