Page ID,Page name,Disclaimer,Amount spent (ARS)
103594282676235,Piensa Distinto,Piensa Distinto,68476
680986725302906,Roberto Mirabella,Hacemos Santa Fe,50543
107590944370114,Voz de Santa Fe,www.vozdesantafe.com.ar,28226
465558466800210,Maxi Pullaro,Maxi Pullaro,27773
108146311912164,Laburen Ladris,www.laburenladris.com,23734
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,20482
101584755359746,Rosario Al Toque Noticias,Rosario Al Toque Noticias,16573
465558466800210,Maxi Pullaro,Juntos por el Cambio Evolución,15462
103780997884434,Comunidad Argentina,Comunidad Argentina,14770
450525428374372,Secretaría de Derechos Humanos de la Nación,Secretaría de Medios y Comunicación Pública,13665
107022228690687,Jornada Nacional,Jornada Nacional,11824
221792280182,Municipalidad de Rafaela,Municipalidad de Rafaela,10672
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,10547
105166715290140,Momento Uno,Momento Uno,9159
1726365124243504,Clara García,Clara Garcia,7660
149721655226597,Oscar Cachi Martinez,Oscar Martínez,7222
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,7214
723782314401584,Enrique Estévez,Enrique Estevez,6754
2296112127071539,Feedback encuestas,Feedback Encuestas Online,5748
117782078843803,Juan Argañaraz,VIDA Y FAMILIA,5089
100389385670547,TERRA,El nuevo enemigo,4729
259111760849274,Federico Angelini,Juntos por el Cambio,4341
543106696185653,Lucas Simoniello,Lucas Simoniello,4311
1452655481640639,Rodrigo Müller,Rodrigo Abelardo Muller,4015
238608056195754,Leandro Busatto,Leandro Busatto,3688
110806461830762,El Sol Web,El Sol Web,3531
233734300112003,Juan Monteverde,Ciudad Futura,3358
865033767162444,Carla Deiana,Partido Obrero,3338
1540115579589194,Pablo Corsalini,Pablo Corsalini,3274
443594262328472,Lisandro Enrico,Lisandro Enrico,3179
304859109656812,Octavio Crivaro,Frente de Izquierda,3135
330297937130546,Roberto Sukerman,Roberto Sukerman,3018
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,2898
234890990763613,Federico Fulini,Federico Fulini,2817
110890318187982,Escucharte Santa Fe,Darret,2677
958750317533178,Manuela Castañeira,Nuevo MAS,2571
109187295412340,Levantados,Levantados,2550
1620006928240162,Partido Obrero Santa Fe,Partido Obrero Santa Fe,2520
100616616096642,Notitrece,Notitrece,2514
1304286029655385,Claudia Balague,Claudia Balagué,2334
440926826069337,Stella Clérici,Stella Clérici,2266
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,2215
110079031997390,Con Larreta,Con Larreta,2187
589866887756301,Leandro González,Leandro González,1928
108679841853325,Contame Más,Contame Más,1883
102289782502796,Prensa Digital,Prensa Digital,1835
163829927003495,Armando Pipi Traferri,Armando Pipi Traferri,1826
103846469204203,La Ola Noticias,La Ola Noticias,1800
643513979193133,Unidos por Beatriz,Neuma,1775
648791755133650,Norma López,Norma López,1748
111017727886118,Chuchi Molina,Chuchi Adriana Molina,1579
112090455034177,El Portavoz Oficial,El Portavoz,1562
101505288317194,Antonella Garcia,Antonella Natacha Garcia,1554
103439277924669,Mauricio Maroevich,Mauricio Rodrigo Maroevich,1478
183940131655054,María Eugenia Vidal,María Eugenia Vidal,1476
101996084777901,Mariela Belski,Mariela Belski,1457
101302041450958,Secretaría Energía y Minería La Pampa,Secretaría de Energía y Minería de La Pampa,1431
1405120706440456,Conclusión,Diario Conclusión,1413
131381938371647,Corta La Bocha Noticias,Corta La Bocha,1408
103088924366000,Noticias d,Noticias d,1381
352356098165102,"Rodrigo ""Tata"" Alvizo","Rodrigo ""Tata"" Alvizo",1298
100353269043329,Esteban Arico,Construir Ciudad San Lorenzo,1249
176980972975177,Irene Gamboa,Frente de Izquierda Unidad,1194
111600998225620,Noticias Zero,Noticias Zero,1143
335926266503071,7D,7D,1142
622147001149782,ATE Provincia de Santa Fe,Asociación Trabajadores del Estado - Santa Fe,1130
414147902070636,Políticas para la República,Políticas para la República,1128
561628140549166,Juan Senn,Juan Alberto Alejandro Senn,1043
114763516834269,Lione Cattalini,Lionella Cattalini,1023
533640840027437,Ariel Bermúdez,Ariel Esteban Bermúdez,1002
185382695166196,Joaquín Blanco,Joaquín Blanco,997
103322152538185,La Verdad Noticias,La verdad noticias,982
