Page ID,Page name,Disclaimer,Amount spent (JMD)
162989077434855,Mark J. Golding,Mark J. Golding,154
103119027899256,Caribbean Climate-Smart Accelerator,These ads ran without a disclaimer,≤100
103736139244309,Coach Mercedez Lerne,These ads ran without a disclaimer,≤100
100716353098027,Gertie Kadzuwa,These ads ran without a disclaimer,≤100
