Page ID,Page name,Disclaimer,Amount spent (HNL)
109459948457740,Gustavo Caceres Diputado,Gustavo Alberto Caceres Banegas,≤100
114601521910,Jorge Aldana,Jorge  Aldana,≤100
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,≤100
105122242552631,Seguidores de Nayib Bukele en Honduras,Cordelia Ordoñez,≤100
1392592317738074,Jorge Cálix,Jorge Cálix,≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
109754452061707,Ebenezer Afolabi,These ads ran without a disclaimer,≤100
115652281405063,mentalhealthwithkiara,These ads ran without a disclaimer,≤100
82928774489,Panda Security,These ads ran without a disclaimer,≤100
109234018766722,Arkad-03,These ads ran without a disclaimer,≤100
483441215141189,ASJ Honduras,Asociación para una Sociedad más Justa,≤100
158158757637896,Alianza Paz y Justicia,Alianza Paz y Justicia,≤100
104444237650160,برنامج مع الرئيس,These ads ran without a disclaimer,≤100
