Page ID,Page name,Disclaimer,Amount spent (CLP)
219605241425430,Partido Socialista de Chile,Partido Socialista de Chile,91643
104782822559247,Jose Antonio Urrutia - Candidato Consejo Constitucional E-18,Agustin Orrego,88501
1366892303449939,Partido Republicano,Partido Republicano,26725
104091048494909,"Carola Cabeza, Consejera Constitucional",Carola Andrea Cabeza Fuentes,15060
119639157745671,Pedro Omar Lamas E-20 Consejero Constitucional,Pedro Omar Lamas Gutierrez,14486
52263787734,Unión Demócrata Independiente,Víctor Santiago Mesías Sandoval,8818
1396460303715065,Carozzi,Carozzi,4756
117396934582415,Cuidemos la Infancia,Cuidemos la Infancia,4338
119515629892632,Eduardo Cretton,Eduardo Andrés Cretton Rebolledo,4334
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,3136
256214294989170,DaleProfe,daleProfe,2798
100629246179774,Arturo Phillips,Arturo Phillips,2407
28023147497,Partido Comunista de Chile,Partido Comunista de Chile,2302
173983195992422,Partido Por la Democracia - PPD,Partido Por la Democracia,2299
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,2215
1548643738480723,Asistencia Deudores,Asistencia Deudores,1929
107339088943210,Yerko Ljubetic,Yerko Ljubetic,1789
418281855197789,Democracia Cristiana,Democracia Cristiana,1767
365325030795680,P&G Chile,These ads ran without a disclaimer,1585
150331635097423,Servicio Electoral de Chile,Servicio Electoral de Chile,1585
104260521982245,Carlos González Herrera,Carlos González Herrera,1551
78239901502,Diario Financiero,Grupo DF,1324
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,1252
251004928252260,Quieroelegir,Quieroelegir,1200
214215822426016,Punto Prensa,Punto Prensa SPA,1121
373673936059220,Evópoli,Evópoli,1077
100393644843970,Pedro Burgos Vásquez,Tomás Hilario Maquehue Ampuero,1061
335068640271176,Nataly Neira Candidata Consejera Constitucional BioBio,Nataly Neira,921
109528705408416,Eduardo Castro Ríos - Consejero Constitucional,Giovanni Riffo,895
111971561872636,,These ads ran without a disclaimer,862
411851492489649,Somos CMPC,CMPC,814
105216321995280,Pivotes_cl,Fundación Pivotes,793
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,793
1284017825055092,Juan Carlos Duhalde,Juan Carlos Duhalde,793
1672033609511326,Colores del Norte,These ads ran without a disclaimer,793
733998890144801,Diario de Osorno,These ads ran without a disclaimer,793
105362052496422,Nancy Carola Márquez Consejera,Germán Antonio Sepúlveda Mellado,759
192316264161697,Agencia de Sostenibilidad Energética,Agencia de Sostenibilidad Energética,741
108613744354984,Aldo Valle Acevedo,Aldo Salvador Valle Acevedo,740
110613671952570,Kiria Antileo Consejera,Kiria Antileo Mella,736
105893532431148,Carmen Frei Consejera Constitucional,Carmen Frei,706
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,690
100537472438913,Futuro Madera,Futuro Madera,684
198921630648476,Vidrios Lirquen,Vidrios Lirquen,601
115416134825688,Marila Barrientos,Marila Loreto Barrientos Triviños,598
295886120554128,Polpaico,Cemento Polpaico SA,555
115963444746860,Solange Carmine Constituyente,Solange Carmine,481
103527991214141,Cero DICOM,Cero Dicom,476
181208945236608,Patria Progresista,Patria Progresista,449
100965608750758,Dr. Julio Contreras,Julio Gastón Contreras Muñoz,432
245004027412380,Tabita Silva D14,Tabita Sarai Silva Leiva,403
103030962615298,Chile YAAC,Chile YAAC,396
107472658958129,Cecilia Cárdenas Consejera Constitucional,Cecilia Yaneth Cardenas Reyes,394
100476318997145,Pablo Verdugo Vergara,Pablo Ignacio Verdugo Vergara,383
103259918760204,Lista negra política La voz de la Muchedumbre.,Cristian Alejandro Vivian Troncoso,314
