Page ID,Page name,Disclaimer,Amount spent (AOA)
103018869332378,BantuPage,These ads ran without a disclaimer,≤100
100235755485045,Defesa Africana,These ads ran without a disclaimer,≤100
107801918890922,Masfamu Angola,Masfamu Angola,≤100
114629281258109,forjandoahonra,These ads ran without a disclaimer,≤100
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100
