Page ID,Page name,Disclaimer,Amount spent (ILS)
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,1853
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,1200
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1109
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,952
107217383988190,מגזין אפוק,Epoch Magazine,938
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,669
240220956154452,שירי חגואל - סיידון,נתניה אחת,633
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,605
790149967713981,דרכנו,דרכנו,568
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,554
101573499695928,ים מאיר קרן,נתניה אחת,480
369655989728696,אסף דעבול - Asaf Daabul,אסף דעבול - Asaf Daabul,469
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,432
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,429
219091481560790,מרים פיירברג - איכר,נתניה אחת,423
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",410
361464970647064,זהר בלום - Zohar Blum,זהר בלום - Zohar Blum,364
104422122740691,Рами Гринберг - мэр Петах-Тиквы,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,349
316346795391337,"פתח לתקווה - בראשות עו""ד אורנה דוידאי","פתח לתקווה - בראשות עו""ד אורנה דוידאי",312
1073548259341247,לובי 99,לובי 99,311
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,296
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,266
124894077550811,ישראל חופשית,ישראל חופשית,262
321795461283120,גנאדי בורשבסקי,גנאדי בורשבסקי,250
1662907067255622,איגוד הגז הטבעי,Unik,244
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",208
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,198
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,191
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,191
104404418153739,דנית ברביבאי,דנית ברביבאי,182
104451956273575,נאמני תורה ועבודה,נאמני תורה ועבודה,177
102524746200583,רחמים מלול - ראש עיריית רחובות,רחמים מלול,175
204780362875106,מקור ראשון,מקור ראשון,174
