Page ID,Page name,Disclaimer,Amount spent (HNL)
108854322177699,Titanes de la Niñez,Con Mis Hijos No Te Metas HN,≤100
112724021787834,Por Nuestros Hijos,Con Mis Hijos No Te Metas HN,≤100
105122242552631,Seguidores de Nayib Bukele en Honduras,Cordelia Ordoñez,≤100
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,≤100
114601521910,Jorge Aldana,Jorge  Aldana,≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
158158757637896,Alianza Paz y Justicia,Alianza Paz y Justicia,≤100
103844595298374,Salam_Spain 2,These ads ran without a disclaimer,≤100
105544639144781,Ayuda Lista de Espera - AOL v. Mayorkas,These ads ran without a disclaimer,≤100
1392592317738074,Jorge Cálix,Jorge Cálix,≤100
177854402389449,Imdosoc,These ads ran without a disclaimer,≤100
